question_type,dataset,family,model,prompt,calib_size,transfer_type,target,source,median_acc,raw_acc,delta_acc,median_bias,raw_bias,delta_bias,median_rstd,raw_rstd,delta_rstd
yesno,ARITH,Llama3,Llama-3.1-8B,fewshot,300,baseline,ARITH,ARITH,0.8633514948309584,0.7416666666666667,0.12168482816429171,0.23166666666666666,0.4066666666666667,-0.17500000000000002,,,
yesno,ARITH,Llama3,Llama-3.1-8B,fewshot,400,baseline,ARITH,ARITH,0.8631620718462824,0.7416666666666667,0.12149540517961566,0.23333333333333334,0.4066666666666667,-0.17333333333333334,,,
yesno,ARITH,Llama3,Llama-3.1-8B,fewshot,500,baseline,ARITH,ARITH,0.8646932755947905,0.7416666666666667,0.12302660892812378,0.23,0.4066666666666667,-0.17666666666666667,,,
yesno,ARITH,Llama3,Llama-3.1-8B-Instruct,fewshot,10,baseline,ARITH,ARITH,0.8383333333333334,0.7875,0.0508333333333334,0.12833333333333333,0.31833333333333336,-0.19000000000000003,,,
yesno,ARITH,Llama3,Llama-3.1-8B-Instruct,fewshot,20,baseline,ARITH,ARITH,0.8408333333333333,0.7875,0.053333333333333344,0.125,0.31833333333333336,-0.19333333333333336,,,
yesno,ARITH,Llama3,Llama-3.1-8B-Instruct,fewshot,50,baseline,ARITH,ARITH,0.8408333333333333,0.7875,0.053333333333333344,0.125,0.31833333333333336,-0.19333333333333336,,,
yesno,ARITH,Llama3,Llama-3.1-8B-Instruct,fewshot,100,baseline,ARITH,ARITH,0.8408333333333333,0.7875,0.053333333333333344,0.13333333333333333,0.31833333333333336,-0.18500000000000003,,,
yesno,ARITH,Llama3,Llama-3.1-8B-Instruct,fewshot,200,baseline,ARITH,ARITH,0.8408333333333333,0.7875,0.053333333333333344,0.13666666666666666,0.31833333333333336,-0.1816666666666667,,,
yesno,ARITH,Llama3,Llama-3.1-8B-Instruct,fewshot,300,baseline,ARITH,ARITH,0.8408333333333333,0.7875,0.053333333333333344,0.13333333333333333,0.31833333333333336,-0.18500000000000003,,,
yesno,ARITH,Llama3,Llama-3.1-8B-Instruct,fewshot,400,baseline,ARITH,ARITH,0.8408333333333333,0.7875,0.053333333333333344,0.1359009009009009,0.31833333333333336,-0.18243243243243246,,,
yesno,ARITH,Llama3,Llama-3.1-8B-Instruct,fewshot,500,baseline,ARITH,ARITH,0.8408827254305977,0.7875,0.053382725430597744,0.135,0.31833333333333336,-0.18333333333333335,,,
yesno,ARITH,Llama3,Llama-3.1-70B,fewshot,10,baseline,ARITH,ARITH,0.9795833333333333,0.9808333333333333,-0.0012500000000000844,0.013333333333333334,0.011666666666666667,0.001666666666666667,,,
yesno,ARITH,Llama3,Llama-3.1-70B,fewshot,20,baseline,ARITH,ARITH,0.98,0.9808333333333333,-0.0008333333333333526,0.006666666666666667,0.011666666666666667,-0.005,,,
yesno,ARITH,Llama3,Llama-3.1-70B,fewshot,50,baseline,ARITH,ARITH,0.9808333333333333,0.9808333333333333,0.0,0.006666666666666667,0.011666666666666667,-0.005,,,
yesno,ARITH,Llama3,Llama-3.1-70B,fewshot,100,baseline,ARITH,ARITH,0.9808333333333333,0.9808333333333333,0.0,0.008333333333333333,0.011666666666666667,-0.003333333333333334,,,
yesno,ARITH,Llama3,Llama-3.1-70B,fewshot,200,baseline,ARITH,ARITH,0.9808333333333333,0.9808333333333333,0.0,0.008333333333333333,0.011666666666666667,-0.003333333333333334,,,
yesno,ARITH,Llama3,Llama-3.1-70B,fewshot,300,baseline,ARITH,ARITH,0.9808333333333333,0.9808333333333333,0.0,0.008333333333333333,0.011666666666666667,-0.003333333333333334,,,
yesno,ARITH,Llama3,Llama-3.1-70B,fewshot,400,baseline,ARITH,ARITH,0.9808333333333333,0.9808333333333333,0.0,0.008333333333333333,0.011666666666666667,-0.003333333333333334,,,
yesno,ARITH,Llama3,Llama-3.1-70B,fewshot,500,baseline,ARITH,ARITH,0.9808333333333333,0.9808333333333333,0.0,0.008333333333333333,0.011666666666666667,-0.003333333333333334,,,
yesno,ARITH,Llama3,Llama-3.1-70B-Instruct,fewshot,10,baseline,ARITH,ARITH,0.9958333333333333,0.9966666666666667,-0.0008333333333333526,0.005,0.0033333333333333335,0.0016666666666666666,,,
yesno,ARITH,Llama3,Llama-3.1-70B-Instruct,fewshot,20,baseline,ARITH,ARITH,0.9958333333333333,0.9966666666666667,-0.0008333333333333526,0.005,0.0033333333333333335,0.0016666666666666666,,,
yesno,ARITH,Llama3,Llama-3.1-70B-Instruct,fewshot,50,baseline,ARITH,ARITH,0.9958333333333333,0.9966666666666667,-0.0008333333333333526,0.005,0.0033333333333333335,0.0016666666666666666,,,
yesno,ARITH,Llama3,Llama-3.1-70B-Instruct,fewshot,100,baseline,ARITH,ARITH,0.9966666666666667,0.9966666666666667,0.0,0.0033333333333333335,0.0033333333333333335,0.0,,,
yesno,ARITH,Llama3,Llama-3.1-70B-Instruct,fewshot,200,baseline,ARITH,ARITH,0.9966666666666667,0.9966666666666667,0.0,0.0033333333333333335,0.0033333333333333335,0.0,,,
yesno,ARITH,Llama3,Llama-3.1-70B-Instruct,fewshot,300,baseline,ARITH,ARITH,0.9966666666666667,0.9966666666666667,0.0,0.0033333333333333335,0.0033333333333333335,0.0,,,
yesno,ARITH,Llama3,Llama-3.1-70B-Instruct,fewshot,400,baseline,ARITH,ARITH,0.9966666666666667,0.9966666666666667,0.0,0.0033333333333333335,0.0033333333333333335,0.0,,,
yesno,ARITH,Llama3,Llama-3.1-70B-Instruct,fewshot,500,baseline,ARITH,ARITH,0.9966666666666667,0.9966666666666667,0.0,0.0033333333333333335,0.0033333333333333335,0.0,,,
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,zeroshot,10,baseline,MMLU-STEM,MMLU-STEM,0.4326038693307961,0.4186489058039962,0.013954963526799868,,,,0.09588442331048722,0.1580611630380467,-0.062176739727559494
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,zeroshot,20,baseline,MMLU-STEM,MMLU-STEM,0.4222357229647631,0.41028756581611986,0.011948157148643224,,,,0.07697409025423968,0.16175340651840373,-0.08477931626416405
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,zeroshot,50,baseline,MMLU-STEM,MMLU-STEM,0.43695473330532036,0.4186489058039962,0.018305827501324146,,,,0.04337233896369895,0.1580611630380467,-0.11468882407434776
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,zeroshot,200,baseline,MMLU-STEM,MMLU-STEM,0.4371134130575827,0.4186489058039962,0.018464507253586504,,,,0.04014883961320947,0.1580611630380467,-0.11791232342483723
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,zeroshot,400,baseline,MMLU-STEM,MMLU-STEM,0.43672793287826656,0.4186489058039962,0.018079027074270337,,,,0.041445407009110355,0.1580611630380467,-0.11661575602893635
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,zeroshot,600,baseline,MMLU-STEM,MMLU-STEM,0.4370440849984142,0.4186489058039962,0.018395179194417965,,,,0.042792873948440134,0.1580611630380467,-0.11526828908960657
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,zeroshot,800,baseline,MMLU-STEM,MMLU-STEM,0.43736124326038694,0.4186489058039962,0.018712337456390726,,,,0.040573685986870694,0.1580611630380467,-0.11748747705117601
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,zeroshot,1000,baseline,MMLU-STEM,MMLU-STEM,0.4375,0.4186489058039962,0.01885109419600378,,,,0.04066111390795356,0.1580611630380467,-0.11740004913009315
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,zeroshot,10,baseline,MMLU-STEM,MMLU-STEM,0.4984142086901364,0.5055502695845226,-0.007136060894386231,,,,0.06808200022477004,0.010679746062481454,0.057402254162288585
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,zeroshot,20,baseline,MMLU-STEM,MMLU-STEM,0.5015072568830894,0.5055502695845226,-0.004043012701433257,,,,0.04781028919637813,0.010679746062481454,0.037130543133896673
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,zeroshot,50,baseline,MMLU-STEM,MMLU-STEM,0.5039720512990615,0.5055502695845226,-0.0015782182854611193,,,,0.040893225044022874,0.010679746062481454,0.03021347898154142
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,zeroshot,200,baseline,MMLU-STEM,MMLU-STEM,0.5030130034887409,0.5055502695845226,-0.002537266095781754,,,,0.044546679914804446,0.010679746062481454,0.03386693385232299
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,zeroshot,400,baseline,MMLU-STEM,MMLU-STEM,0.5027501001125593,0.5055502695845226,-0.0028001694719633763,,,,0.04436437103800834,0.010679746062481454,0.033684624975526885
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,zeroshot,600,baseline,MMLU-STEM,MMLU-STEM,0.5020615287028227,0.5055502695845226,-0.0034887408816999255,,,,0.04326694443493475,0.010679746062481454,0.032587198372453295
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,zeroshot,800,baseline,MMLU-STEM,MMLU-STEM,0.5023786869647955,0.5055502695845226,-0.0031715826197271646,,,,0.04550192392819707,0.010679746062481454,0.03482217786571561
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,zeroshot,1000,baseline,MMLU-STEM,MMLU-STEM,0.5020615287028227,0.5055502695845226,-0.0034887408816999255,,,,0.04513225861841902,0.010679746062481454,0.034452512555937564
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,zeroshot,10,baseline,MMLU-STEM,MMLU-STEM,0.5195052331113226,0.48556929908024105,0.03393593403108153,,,,0.08383543454268533,0.14799368328706686,-0.06415824874438153
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,zeroshot,20,baseline,MMLU-STEM,MMLU-STEM,0.5242626070409134,0.48556929908024105,0.038693307960672385,,,,0.06427941576092591,0.14799368328706686,-0.08371426752614095
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,zeroshot,50,baseline,MMLU-STEM,MMLU-STEM,0.5279936439552373,0.48556929908024105,0.042424344874996245,,,,0.0384742575909051,0.14799368328706686,-0.10951942569616176
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,zeroshot,200,baseline,MMLU-STEM,MMLU-STEM,0.5299714557564225,0.48556929908024105,0.044402156676181415,,,,0.03106481277335748,0.14799368328706686,-0.11692887051370937
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,zeroshot,400,baseline,MMLU-STEM,MMLU-STEM,0.5299714557564225,0.48556929908024105,0.044402156676181415,,,,0.030160374368269842,0.14799368328706686,-0.11783330891879701
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,zeroshot,600,baseline,MMLU-STEM,MMLU-STEM,0.5309229305423406,0.48556929908024105,0.045353631462099586,,,,0.029229452358135802,0.14799368328706686,-0.11876423092893106
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,zeroshot,800,baseline,MMLU-STEM,MMLU-STEM,0.5306057722803679,0.48556929908024105,0.045036473200126825,,,,0.029784500871368406,0.14799368328706686,-0.11820918241569844
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,zeroshot,1000,baseline,MMLU-STEM,MMLU-STEM,0.5302886140183952,0.48556929908024105,0.044719314938154175,,,,0.030052722736777643,0.14799368328706686,-0.11794096055028921
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,zeroshot,10,baseline,MMLU-STEM,MMLU-STEM,0.3942277196320964,0.2530922930542341,0.14113542657786232,,,,0.07997535539366547,0.3820462910593205,-0.302070935665655
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,zeroshot,20,baseline,MMLU-STEM,MMLU-STEM,0.3942277196320964,0.2530922930542341,0.14113542657786232,,,,0.05406996956289055,0.3820462910593205,-0.3279763214964299
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,zeroshot,50,baseline,MMLU-STEM,MMLU-STEM,0.39549635267998734,0.2530922930542341,0.14240405962575325,,,,0.029221247553765976,0.3820462910593205,-0.3528250435055545
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,zeroshot,200,baseline,MMLU-STEM,MMLU-STEM,0.39549635267998734,0.2530922930542341,0.14240405962575325,,,,0.020320097909131942,0.3820462910593205,-0.36172619315018856
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,zeroshot,400,baseline,MMLU-STEM,MMLU-STEM,0.3949379501949398,0.2530922930542341,0.14184565714070574,,,,0.018094887947759018,0.3820462910593205,-0.36395140311156143
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,zeroshot,600,baseline,MMLU-STEM,MMLU-STEM,0.3948620361560419,0.2530922930542341,0.1417697431018078,,,,0.01741967797161307,0.3820462910593205,-0.3646266130877074
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,zeroshot,800,baseline,MMLU-STEM,MMLU-STEM,0.39454487789406917,0.2530922930542341,0.14145258483983508,,,,0.018207253494941303,0.3820462910593205,-0.3638390375643792
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,zeroshot,1000,baseline,MMLU-STEM,MMLU-STEM,0.3944515306122449,0.2530922930542341,0.14135923755801083,,,,0.01826625753776095,0.3820462910593205,-0.3637800335215595
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,instronly,10,baseline,MMLU-STEM,MMLU-STEM,0.44846178242943224,0.4167459562321599,0.03171582619727237,,,,0.08414085834298454,0.18468752153760082,-0.10054666319461628
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,instronly,20,baseline,MMLU-STEM,MMLU-STEM,0.45147478591817314,0.4167459562321599,0.03472882968601326,,,,0.051666521929719544,0.18468752153760082,-0.13302099960788127
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,instronly,50,baseline,MMLU-STEM,MMLU-STEM,0.45353631462099586,0.4167459562321599,0.036790358388835986,,,,0.03043406152465715,0.18468752153760082,-0.15425346001294366
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,instronly,200,baseline,MMLU-STEM,MMLU-STEM,0.4538534728829686,0.4167459562321599,0.03710751665080875,,,,0.019052485417115978,0.18468752153760082,-0.16563503612048483
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,instronly,400,baseline,MMLU-STEM,MMLU-STEM,0.4538534728829686,0.4167459562321599,0.03710751665080875,,,,0.018235265743132695,0.18468752153760082,-0.16645225579446812
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,instronly,600,baseline,MMLU-STEM,MMLU-STEM,0.45338441890166026,0.4167459562321599,0.03663846266950038,,,,0.016417113339130835,0.18468752153760082,-0.16827040819846997
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,instronly,800,baseline,MMLU-STEM,MMLU-STEM,0.45321915635902316,0.4167459562321599,0.03647320012686328,,,,0.01558979144695699,0.18468752153760082,-0.16909773009064383
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,instronly,1000,baseline,MMLU-STEM,MMLU-STEM,0.4538534728829686,0.4167459562321599,0.03710751665080875,,,,0.015013383558169642,0.18468752153760082,-0.16967413797943118
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,instronly,10,baseline,MMLU-STEM,MMLU-STEM,0.5065017443704408,0.49857278782112274,0.007928956549318078,,,,0.06724658887699718,0.11494110769885599,-0.04769451882185881
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,instronly,20,baseline,MMLU-STEM,MMLU-STEM,0.507453219156359,0.49857278782112274,0.00888043133523625,,,,0.045710502301833246,0.11494110769885599,-0.06923060539702275
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,instronly,50,baseline,MMLU-STEM,MMLU-STEM,0.5092783381712043,0.49857278782112274,0.010705550350081527,,,,0.03360573876700837,0.11494110769885599,-0.08133536893184762
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,instronly,200,baseline,MMLU-STEM,MMLU-STEM,0.5106248017760863,0.49857278782112274,0.012052013954963525,,,,0.03144005734869548,0.11494110769885599,-0.0835010503501605
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,instronly,400,baseline,MMLU-STEM,MMLU-STEM,0.5112591183000317,0.49857278782112274,0.012686330478908936,,,,0.031381717692326803,0.11494110769885599,-0.08355939000652918
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,instronly,600,baseline,MMLU-STEM,MMLU-STEM,0.5122105930859499,0.49857278782112274,0.013637805264827108,,,,0.031001368422015604,0.11494110769885599,-0.08393973927684038
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,instronly,800,baseline,MMLU-STEM,MMLU-STEM,0.5118934348239772,0.49857278782112274,0.013320647002854458,,,,0.03186808098379154,0.11494110769885599,-0.08307302671506445
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,instronly,1000,baseline,MMLU-STEM,MMLU-STEM,0.5124362244897959,0.49857278782112274,0.013863436668673124,,,,0.03138794182488465,0.11494110769885599,-0.08355316587397134
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,instronly,10,baseline,MMLU-STEM,MMLU-STEM,0.6254360926102125,0.6349508404693942,-0.009514747859181716,,,,0.07498389260639485,0.0830363510093828,-0.008052458402987947
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,instronly,20,baseline,MMLU-STEM,MMLU-STEM,0.6287014869783392,0.6349508404693942,-0.006249353491055043,,,,0.06141869487650675,0.0830363510093828,-0.021617656132876042
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,instronly,50,baseline,MMLU-STEM,MMLU-STEM,0.6317792578496669,0.6349508404693942,-0.0031715826197272756,,,,0.050403380021381824,0.0830363510093828,-0.03263297098800097
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,instronly,200,baseline,MMLU-STEM,MMLU-STEM,0.6324135743736125,0.6349508404693942,-0.002537266095781754,,,,0.04952302837394604,0.0830363510093828,-0.03351332263543676
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,instronly,400,baseline,MMLU-STEM,MMLU-STEM,0.633523628290517,0.6349508404693942,-0.0014272121788772019,,,,0.047463256373293475,0.0830363510093828,-0.03557309463608932
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,instronly,600,baseline,MMLU-STEM,MMLU-STEM,0.6330478908975579,0.6349508404693942,-0.0019029495718363432,,,,0.04791540976193447,0.0830363510093828,-0.03512094124744832
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,instronly,800,baseline,MMLU-STEM,MMLU-STEM,0.6330478908975579,0.6349508404693942,-0.0019029495718363432,,,,0.04852826525123462,0.0830363510093828,-0.03450808575814818
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,instronly,1000,baseline,MMLU-STEM,MMLU-STEM,0.6330478908975579,0.6349508404693942,-0.0019029495718363432,,,,0.04916009044609068,0.0830363510093828,-0.03387626056329211
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,instronly,10,baseline,MMLU-STEM,MMLU-STEM,0.60069774817634,0.584522676815731,0.016175071360609028,,,,0.059191445815167346,0.10965033142856205,-0.050458885613394705
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,instronly,20,baseline,MMLU-STEM,MMLU-STEM,0.6064065968918491,0.584522676815731,0.021883920076118057,,,,0.048503740643133494,0.10965033142856205,-0.061146590785428556
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,instronly,50,baseline,MMLU-STEM,MMLU-STEM,0.608626704725658,0.584522676815731,0.02410402790992705,,,,0.03966593315440249,0.10965033142856205,-0.06998439827415956
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,instronly,200,baseline,MMLU-STEM,MMLU-STEM,0.6102124960355217,0.584522676815731,0.025689819219790744,,,,0.03254364860205823,0.10965033142856205,-0.07710668282650382
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,instronly,400,baseline,MMLU-STEM,MMLU-STEM,0.6105296542974944,0.584522676815731,0.026006977481763394,,,,0.03177002241531448,0.10965033142856205,-0.07788030901324758
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,instronly,600,baseline,MMLU-STEM,MMLU-STEM,0.6105296542974944,0.584522676815731,0.026006977481763394,,,,0.03118568302539382,0.10965033142856205,-0.07846464840316823
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,instronly,800,baseline,MMLU-STEM,MMLU-STEM,0.6105296542974944,0.584522676815731,0.026006977481763394,,,,0.03200460811214636,0.10965033142856205,-0.0776457233164157
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,instronly,1000,baseline,MMLU-STEM,MMLU-STEM,0.6105296542974944,0.584522676815731,0.026006977481763394,,,,0.03159822574787535,0.10965033142856205,-0.0780521056806867
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,fewshot,10,baseline,MMLU-STEM,MMLU-STEM,0.4936568347605455,0.48937519822391373,0.004281636536631772,,,,0.09756452826330708,0.09915001147388709,-0.0015854832105800104
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,fewshot,20,baseline,MMLU-STEM,MMLU-STEM,0.5004757373929591,0.48937519822391373,0.01110053916904541,,,,0.059987931374251624,0.09915001147388709,-0.03916208009963547
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,fewshot,50,baseline,MMLU-STEM,MMLU-STEM,0.5023786869647955,0.48937519822391373,0.013003488740881752,,,,0.04288937877052772,0.09915001147388709,-0.056260632703359376
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,fewshot,200,baseline,MMLU-STEM,MMLU-STEM,0.5020615287028227,0.48937519822391373,0.012686330478908991,,,,0.029431959014130836,0.09915001147388709,-0.06971805245975626
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,fewshot,400,baseline,MMLU-STEM,MMLU-STEM,0.5014272121788773,0.48937519822391373,0.01205201395496358,,,,0.027711592048911105,0.09915001147388709,-0.07143841942497599
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,fewshot,600,baseline,MMLU-STEM,MMLU-STEM,0.5007928956549318,0.48937519822391373,0.011417697431018059,,,,0.026055552686922473,0.09915001147388709,-0.07309445878696462
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,fewshot,800,baseline,MMLU-STEM,MMLU-STEM,0.5004757373929591,0.48937519822391373,0.01110053916904541,,,,0.02605895031922133,0.09915001147388709,-0.07309106115466577
mcq,MMLU-STEM,Falcon,Falcon3-3B-Base,fewshot,1000,baseline,MMLU-STEM,MMLU-STEM,0.5011100539169046,0.48937519822391373,0.01173485569299082,,,,0.0265610455425665,0.09915001147388709,-0.0725889659313206
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,fewshot,10,baseline,MMLU-STEM,MMLU-STEM,0.5135945849863126,0.5172851252775135,-0.003690540291200861,,,,0.06168035345889024,0.03139316960863659,0.030287183850253648
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,fewshot,20,baseline,MMLU-STEM,MMLU-STEM,0.5145892800507453,0.5172851252775135,-0.0026958452267681343,,,,0.0477773918744504,0.03139316960863659,0.016384222265813812
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,fewshot,50,baseline,MMLU-STEM,MMLU-STEM,0.5160164922296225,0.5172851252775135,-0.0012686330478909325,,,,0.034656305128162146,0.03139316960863659,0.003263135519525555
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,fewshot,200,baseline,MMLU-STEM,MMLU-STEM,0.5168093878845543,0.5172851252775135,-0.0004757373929591413,,,,0.028605779911478453,0.03139316960863659,-0.002787389697158138
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,fewshot,400,baseline,MMLU-STEM,MMLU-STEM,0.5172851252775135,0.5172851252775135,0.0,,,,0.028573103965182506,0.03139316960863659,-0.0028200656434540852
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,fewshot,600,baseline,MMLU-STEM,MMLU-STEM,0.5174492385786802,0.5172851252775135,0.00016411330116672396,,,,0.028542824835699393,0.03139316960863659,-0.002850344772937198
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,fewshot,800,baseline,MMLU-STEM,MMLU-STEM,0.5176022835394862,0.5172851252775135,0.00031715826197276087,,,,0.029385587939171686,0.03139316960863659,-0.002007581669464905
mcq,MMLU-STEM,Falcon,Falcon3-3B-Instruct,fewshot,1000,baseline,MMLU-STEM,MMLU-STEM,0.5182366000634316,0.5172851252775135,0.0009514747859181716,,,,0.028851611212621472,0.03139316960863659,-0.0025415583960151193
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,fewshot,10,baseline,MMLU-STEM,MMLU-STEM,0.6454170631144941,0.6489058039961941,-0.0034887408817000365,,,,0.08232744115341217,0.056367620815869345,0.02595982033754283
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,fewshot,20,baseline,MMLU-STEM,MMLU-STEM,0.6479543292102758,0.6489058039961941,-0.0009514747859182826,,,,0.06031794533196592,0.056367620815869345,0.003950324516096573
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,fewshot,50,baseline,MMLU-STEM,MMLU-STEM,0.6511259118300031,0.6489058039961941,0.002220107833808993,,,,0.04730061861395278,0.056367620815869345,-0.009067002201916564
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,fewshot,200,baseline,MMLU-STEM,MMLU-STEM,0.6514430700919759,0.6489058039961941,0.002537266095781754,,,,0.04251013070600098,0.056367620815869345,-0.013857490109868364
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,fewshot,400,baseline,MMLU-STEM,MMLU-STEM,0.65152281709727,0.6489058039961941,0.0026170131010758713,,,,0.04214293064781613,0.056367620815869345,-0.014224690168053215
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,fewshot,600,baseline,MMLU-STEM,MMLU-STEM,0.6520773866159213,0.6489058039961941,0.0031715826197271646,,,,0.04208137227848715,0.056367620815869345,-0.014286248537382196
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,fewshot,800,baseline,MMLU-STEM,MMLU-STEM,0.6523945448778941,0.6489058039961941,0.0034887408816999255,,,,0.041670396704171955,0.056367620815869345,-0.01469722411169739
mcq,MMLU-STEM,Falcon,Falcon3-10B-Base,fewshot,1000,baseline,MMLU-STEM,MMLU-STEM,0.6527117031398668,0.6489058039961941,0.0038058991436726863,,,,0.04242673355602738,0.056367620815869345,-0.013940887259841966
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,fewshot,10,baseline,MMLU-STEM,MMLU-STEM,0.6661909292737076,0.6688867745004757,-0.0026958452267681343,,,,0.051446376512754584,0.027905996882221614,0.02354037963053297
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,fewshot,20,baseline,MMLU-STEM,MMLU-STEM,0.6682524579765303,0.6688867745004757,-0.0006343165239454107,,,,0.03327169503522967,0.027905996882221614,0.005365698153008056
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,fewshot,50,baseline,MMLU-STEM,MMLU-STEM,0.6701554075483667,0.6688867745004757,0.0012686330478909325,,,,0.02718062382241744,0.027905996882221614,-0.0007253730598041734
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,fewshot,200,baseline,MMLU-STEM,MMLU-STEM,0.6711068823342848,0.6688867745004757,0.002220107833809104,,,,0.025847910494705542,0.027905996882221614,-0.002058086387516072
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,fewshot,400,baseline,MMLU-STEM,MMLU-STEM,0.6711068823342848,0.6688867745004757,0.002220107833809104,,,,0.026029226543486876,0.027905996882221614,-0.001876770338734738
mcq,MMLU-STEM,Falcon,Falcon3-10B-Instruct,fewshot,600,baseline,MMLU-STEM,MMLU-STEM,0.6711068823342848,0.6688867745004757,0.002220107833809104,,,,0.026505437236382254,0.027905996882221614,-0.0014005596458393603
