Question_Type,Dataset,Model_Family,Target_Model,Source_Model,Transfer_Type,Prompt,Batch_Size,median_acc,q25_acc,q75_acc,bias_median,acc_mean,best_acc,worst_acc
NLI,SNLI,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,Same,fewshot,500,0.57,0.5677916666666667,0.5728333333333333,0.10010000555740801,0.5699008221989493,0.5786666666666667,0.5509090909090909
NLI,SNLI,Llama3,Llama-3.1-70B,Llama-3.1-70B,Same,fewshot,500,0.7385057950386336,0.7367916666666667,0.7395174070156884,0.104328320802005,0.7384178571136314,0.7448333333333333,0.7328333333333333
NLI,SNLI,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-70B-Instruct,Same,fewshot,500,0.8129166666666666,0.8114583333333334,0.8150416666666667,0.06366666666666666,0.8133803662926651,0.8254545454545454,0.8031666666666667
NLI,SNLI,Llama3,Llama-3.1-8B,Llama-3.1-8B-Instruct,Cross,fewshot,500,0.43516666666666665,0.3775,0.5275,0.5495833333333333,0.457635,0.6318333333333334,0.3338333333333333
NLI,SNLI,Llama3,Llama-3.1-8B,Llama-3.1-70B,Cross,fewshot,500,0.5429166666666667,0.5361666666666667,0.5475,0.20141666666666666,0.5418816666666666,0.5553333333333333,0.5235
NLI,SNLI,Llama3,Llama-3.1-8B,Llama-3.1-70B-Instruct,Cross,fewshot,500,0.49083333333333334,0.4549583333333333,0.5360416666666667,0.19566666666666668,0.4877566666666667,0.5835,0.3365
NLI,SNLI,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-8B,Cross,fewshot,500,0.5535,0.5533333333333333,0.5535,0.26966666666666667,0.553515,0.555,0.5528333333333333
NLI,SNLI,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-70B,Cross,fewshot,500,0.5503333333333333,0.5491666666666667,0.5508333333333333,0.273,0.55015,0.5538333333333333,0.5463333333333333
NLI,SNLI,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-70B-Instruct,Cross,fewshot,500,0.558,0.5571666666666667,0.5586666666666666,0.2500833333333333,0.557795,0.5601666666666667,0.5531666666666667
NLI,SNLI,Llama3,Llama-3.1-70B,Llama-3.1-8B,Cross,fewshot,500,0.7543333333333333,0.754,0.756375,0.06416666666666665,0.7545749999999998,0.7581666666666667,0.7461666666666666
NLI,SNLI,Llama3,Llama-3.1-70B,Llama-3.1-8B-Instruct,Cross,fewshot,500,0.5846666666666667,0.551375,0.6210833333333333,0.3797499999999999,0.5814383333333333,0.6458333333333334,0.4116666666666667
NLI,SNLI,Llama3,Llama-3.1-70B,Llama-3.1-70B-Instruct,Cross,fewshot,500,0.73925,0.729625,0.7492083333333333,0.05199999999999999,0.7364483333333334,0.7605,0.6718333333333333
NLI,SNLI,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-8B,Cross,fewshot,500,0.8085,0.8085,0.8101666666666667,0.08366666666666667,0.808665,0.8126666666666666,0.8036666666666666
NLI,SNLI,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,Cross,fewshot,500,0.7243333333333334,0.7216666666666667,0.7275416666666668,0.22783333333333336,0.7245116666666667,0.7345,0.7146666666666667
NLI,SNLI,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-70B,Cross,fewshot,500,0.7969166666666667,0.7941666666666667,0.8,0.10766666666666666,0.7973,0.8106666666666666,0.786
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Base,Falcon3-3B-Base,Same,zeroshot,500,0.44416666666666665,0.4425,0.44625,0.046725073007926596,0.44429604404277984,0.44958333333333333,0.43833333333333335
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Instruct,Falcon3-3B-Instruct,Same,zeroshot,500,0.50875,0.5066666666666667,0.5104166666666666,0.06624999999999999,0.5085276225176453,0.51625,0.502851711026616
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Base,Falcon3-10B-Base,Same,zeroshot,500,0.527719883284702,0.5258333333333334,0.5291666666666667,0.021250000000000005,0.5275823260338093,0.5345833333333333,0.5183333333333333
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Instruct,Falcon3-10B-Instruct,Same,zeroshot,500,0.40041666666666664,0.39915966386554624,0.4025,0.026666666666666672,0.40054267695473483,0.40958333333333335,0.3929166666666667
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,Cross,zeroshot,500,0.415625,0.4091666666666667,0.42,0.285625,0.4138583333333332,0.4320833333333333,0.38916666666666666
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Base,Falcon3-10B-Base,Cross,zeroshot,500,0.44125000000000003,0.43697916666666664,0.4447916666666667,0.25979166666666664,0.4404833333333332,0.4525,0.4245833333333333
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Base,Falcon3-10B-Instruct,Cross,zeroshot,500,0.3625,0.35875,0.36875,0.4670833333333333,0.3631958333333334,0.3879166666666667,0.34208333333333335
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Instruct,Falcon3-3B-Base,Cross,zeroshot,500,0.5079166666666667,0.5075,0.5079166666666667,0.05625000000000001,0.50775,0.5091666666666667,0.5066666666666667
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Instruct,Falcon3-10B-Base,Cross,zeroshot,500,0.5079166666666667,0.5075,0.50875,0.065,0.5079666666666666,0.51,0.5058333333333334
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Instruct,Falcon3-10B-Instruct,Cross,zeroshot,500,0.45208333333333334,0.44958333333333333,0.45458333333333334,0.21375,0.4519916666666667,0.46125,0.44458333333333333
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Base,Falcon3-3B-Base,Cross,zeroshot,500,0.5225,0.5216666666666666,0.5234375,0.11541666666666667,0.5223666666666666,0.5279166666666667,0.5158333333333334
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Base,Falcon3-3B-Instruct,Cross,zeroshot,500,0.48625,0.47875,0.49291666666666667,0.26937500000000003,0.4854666666666667,0.5158333333333334,0.4583333333333333
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,Cross,zeroshot,500,0.46208333333333335,0.46,0.46375,0.25333333333333335,0.4613416666666666,0.46791666666666665,0.44708333333333333
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Instruct,Falcon3-3B-Base,Cross,zeroshot,500,0.2975,0.29583333333333334,0.29791666666666666,0.6141666666666667,0.2968708333333333,0.2991666666666667,0.2925
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Instruct,Falcon3-3B-Instruct,Cross,zeroshot,500,0.28583333333333333,0.28291666666666665,0.28833333333333333,0.6514583333333333,0.28558333333333336,0.295,0.2758333333333333
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Instruct,Falcon3-10B-Base,Cross,zeroshot,500,0.30666666666666664,0.30583333333333335,0.30791666666666667,0.5802083333333333,0.30700000000000005,0.31333333333333335,0.30375
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-pt,gemma-3-27b-pt,Same,zeroshot,500,0.6916666666666667,0.6895833333333333,0.6929166666666666,0.042499999999999996,0.6913178623518291,0.69625,0.6858333333333333
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-it,gemma-3-27b-it,Same,zeroshot,500,0.6845833333333333,0.6833333333333333,0.68625,0.08416666666666664,0.6850906162926378,0.6953422053231939,0.6795833333333333
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-pt,gemma-3-12b-pt,Same,zeroshot,500,0.6270967741935484,0.6258333333333334,0.6283333333333333,0.05958333333333332,0.6271442506781282,0.6364068441064639,0.6224361657597322
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-it,gemma-3-12b-it,Same,zeroshot,500,0.65375,0.6525,0.6554166666666666,0.07125,0.6539290600599741,0.6615180935569285,0.6491666666666667
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-pt,gemma-3-27b-it,Cross,zeroshot,500,0.63625,0.63125,0.6404166666666666,0.20583333333333334,0.6358416666666667,0.6491666666666667,0.6191666666666666
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-pt,gemma-3-12b-pt,Cross,zeroshot,500,0.6883333333333334,0.6870833333333334,0.6895833333333333,0.06916666666666665,0.6885291666666666,0.6966666666666667,0.6841666666666667
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-pt,gemma-3-12b-it,Cross,zeroshot,500,0.621875,0.6158333333333333,0.6308333333333334,0.2629166666666667,0.6230458333333333,0.65125,0.5983333333333334
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-it,gemma-3-27b-pt,Cross,zeroshot,500,0.67625,0.6754166666666667,0.6775,0.07958333333333333,0.6766333333333333,0.6820833333333334,0.6729166666666667
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-it,gemma-3-12b-pt,Cross,zeroshot,500,0.6779166666666666,0.6766666666666666,0.6791666666666667,0.07645833333333332,0.6778833333333333,0.68375,0.67375
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-it,gemma-3-12b-it,Cross,zeroshot,500,0.6804166666666667,0.67875,0.6825,0.06145833333333333,0.6804958333333334,0.6870833333333334,0.6745833333333333
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-pt,gemma-3-27b-pt,Cross,zeroshot,500,0.6275,0.6261458333333333,0.6288541666666667,0.134375,0.6274791666666668,0.6345833333333334,0.6216666666666667
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-pt,gemma-3-27b-it,Cross,zeroshot,500,0.5560416666666667,0.5455208333333332,0.565625,0.29666666666666663,0.5550666666666666,0.5791666666666667,0.5241666666666667
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-pt,gemma-3-12b-it,Cross,zeroshot,500,0.5825,0.5754166666666667,0.5877083333333334,0.21416666666666667,0.5822875000000001,0.60375,0.5620833333333334
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-it,gemma-3-27b-pt,Cross,zeroshot,500,0.6483333333333333,0.6479166666666667,0.6491666666666667,0.06958333333333333,0.6482750000000002,0.6504166666666666,0.64625
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-it,gemma-3-27b-it,Cross,zeroshot,500,0.64,0.63875,0.6409375,0.14666666666666667,0.6399416666666667,0.6445833333333333,0.6345833333333334
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-it,gemma-3-12b-pt,Cross,zeroshot,500,0.65,0.6495833333333333,0.6504166666666666,0.057499999999999996,0.6499250000000001,0.6516666666666666,0.6466666666666666
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B,Llama-3.1-8B,Same,zeroshot,500,0.4220833333333333,0.42041666666666666,0.42375,0.10416666666666664,0.42202832716429806,0.4275,0.41541666666666666
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,Same,zeroshot,500,0.5139758030871924,0.5120833333333333,0.5158333333333334,0.04541666666666666,0.5139076235652413,0.5195833333333333,0.5075
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B,Llama-3.1-70B,Same,zeroshot,500,0.5929166666666666,0.5908333333333333,0.5941666666666666,0.01916666666666668,0.5925894154274943,0.5978494623655914,0.5870833333333333
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-70B-Instruct,Same,zeroshot,500,0.6929166666666666,0.6916666666666667,0.6944560233430596,0.04458333333333332,0.6930338326201358,0.7010456273764258,0.6875
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B,Llama-3.1-8B-Instruct,Cross,zeroshot,500,0.41541666666666666,0.41333333333333333,0.41791666666666666,0.2675,0.41539166666666666,0.4241666666666667,0.4066666666666667
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B,Llama-3.1-70B,Cross,zeroshot,500,0.41812499999999997,0.4166666666666667,0.4191666666666667,0.16874999999999998,0.4180125,0.4225,0.41375
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B,Llama-3.1-70B-Instruct,Cross,zeroshot,500,0.4075,0.40458333333333335,0.40958333333333335,0.23729166666666668,0.40712083333333327,0.4195833333333333,0.39666666666666667
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-8B,Cross,zeroshot,500,0.5095833333333334,0.50875,0.51125,0.12458333333333332,0.5097708333333333,0.5145833333333333,0.5058333333333334
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-70B,Cross,zeroshot,500,0.5102083333333334,0.5082291666666666,0.5125,0.14625,0.5109166666666667,0.5204166666666666,0.5008333333333334
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-70B-Instruct,Cross,zeroshot,500,0.49979166666666663,0.49572916666666667,0.5045833333333334,0.17,0.49997499999999995,0.5179166666666667,0.4841666666666667
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B,Llama-3.1-8B,Cross,zeroshot,500,0.5608333333333333,0.5558333333333333,0.5633333333333334,0.21270833333333333,0.5597041666666667,0.5695833333333333,0.545
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B,Llama-3.1-8B-Instruct,Cross,zeroshot,500,0.5739583333333333,0.5704166666666667,0.5758333333333333,0.15416666666666667,0.5729375,0.5816666666666667,0.5533333333333333
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B,Llama-3.1-70B-Instruct,Cross,zeroshot,500,0.58875,0.5858333333333333,0.5916666666666667,0.11208333333333334,0.5884333333333335,0.5979166666666667,0.5770833333333333
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-8B,Cross,zeroshot,500,0.6745833333333333,0.67375,0.6758333333333333,0.13645833333333335,0.6744125,0.6775,0.6695833333333333
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,Cross,zeroshot,500,0.6885416666666666,0.6870833333333334,0.69,0.09291666666666665,0.6883875,0.6929166666666666,0.6833333333333333
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-70B,Cross,zeroshot,500,0.68625,0.6854166666666667,0.6875,0.07625,0.6863666666666668,0.69,0.6825
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Base,Falcon3-3B-Base,Same,instronly,500,0.45708333333333334,0.4554166666666667,0.4583333333333333,0.017939090529828963,0.45687036908666934,0.46291666666666664,0.4504166666666667
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Instruct,Falcon3-3B-Instruct,Same,instronly,500,0.5133333333333333,0.5116666666666667,0.515,0.04875,0.5133302222004555,0.5179166666666667,0.5072463768115942
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Base,Falcon3-10B-Base,Same,instronly,500,0.6366666666666667,0.6341666666666667,0.6383333333333333,0.030344202898550734,0.6364913191977768,0.6471920289855072,0.6295833333333334
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Instruct,Falcon3-10B-Instruct,Same,instronly,500,0.6058333333333333,0.6045833333333334,0.6075,0.04416666666666666,0.6061608552579645,0.6140684410646388,0.5995833333333334
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,Cross,instronly,500,0.4039583333333333,0.3958333333333333,0.4136458333333333,0.41729166666666667,0.4042166666666667,0.44083333333333335,0.36291666666666667
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Base,Falcon3-10B-Base,Cross,instronly,500,0.436875,0.43166666666666664,0.44125,0.2816666666666666,0.43567500000000003,0.4483333333333333,0.40375
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Base,Falcon3-10B-Instruct,Cross,instronly,500,0.38875,0.37916666666666665,0.3958333333333333,0.4933333333333333,0.38664166666666666,0.41875,0.34291666666666665
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Instruct,Falcon3-3B-Base,Cross,instronly,500,0.5129166666666667,0.5120833333333333,0.51375,0.09333333333333332,0.5130166666666667,0.5154166666666666,0.51125
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Instruct,Falcon3-10B-Base,Cross,instronly,500,0.5041666666666667,0.5029166666666667,0.5058333333333334,0.14229166666666668,0.5041916666666666,0.51375,0.4975
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Instruct,Falcon3-10B-Instruct,Cross,instronly,500,0.51375,0.5125,0.515,0.08208333333333333,0.5138958333333333,0.5179166666666667,0.5095833333333334
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Base,Falcon3-3B-Base,Cross,instronly,500,0.6354166666666666,0.6345833333333334,0.6366666666666667,0.12979166666666667,0.6354874999999999,0.63875,0.63125
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Base,Falcon3-3B-Instruct,Cross,instronly,500,0.5922916666666667,0.5869791666666666,0.5984375000000001,0.2577083333333333,0.5926500000000001,0.61,0.5758333333333333
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,Cross,instronly,500,0.576875,0.5698958333333333,0.58125,0.25916666666666666,0.575475,0.5941666666666666,0.54625
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Instruct,Falcon3-3B-Base,Cross,instronly,500,0.6025,0.6020833333333333,0.6029166666666667,0.09979166666666667,0.6023791666666666,0.60375,0.5995833333333334
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Instruct,Falcon3-3B-Instruct,Cross,instronly,500,0.6045833333333334,0.60375,0.60625,0.09083333333333334,0.6046625,0.6083333333333333,0.59875
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Instruct,Falcon3-10B-Base,Cross,instronly,500,0.5816666666666667,0.5795833333333333,0.5833333333333334,0.16312500000000002,0.5816041666666667,0.5904166666666667,0.57125
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-pt,gemma-3-27b-pt,Same,instronly,500,0.6908333333333333,0.6891666666666667,0.6929166666666666,0.019166666666666665,0.691012311516901,0.6979166666666666,0.68625
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-it,gemma-3-27b-it,Same,instronly,500,0.69625,0.6952897040433514,0.6970833333333334,0.03215031315240084,0.6961853651126024,0.7016666666666667,0.6920833333333334
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-pt,gemma-3-12b-pt,Same,instronly,500,0.62,0.61875,0.6216666666666667,0.07958333333333334,0.620274699793452,0.6326045627376425,0.6133333333333333
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-it,gemma-3-12b-it,Same,instronly,500,0.6333333333333333,0.6320833333333333,0.6341666666666667,0.07557411273486431,0.6331117310124004,0.6372462488967343,0.6283924843423799
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-pt,gemma-3-27b-it,Cross,instronly,500,0.54,0.5271874999999999,0.555,0.42062499999999997,0.54255,0.6016666666666667,0.495
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-pt,gemma-3-12b-pt,Cross,instronly,500,0.6570833333333334,0.6533333333333333,0.66,0.15625,0.6562416666666667,0.66375,0.6475
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-pt,gemma-3-12b-it,Cross,instronly,500,0.6247916666666666,0.6178125,0.6305208333333333,0.21208333333333335,0.6243583333333333,0.64375,0.6004166666666667
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-it,gemma-3-27b-pt,Cross,instronly,500,0.6958333333333333,0.6958333333333333,0.69625,0.05625000000000001,0.6959958333333333,0.6975,0.6945833333333333
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-it,gemma-3-12b-pt,Cross,instronly,500,0.6970833333333334,0.6970833333333334,0.6975,0.04874999999999999,0.6972166666666669,0.6983333333333334,0.6958333333333333
MCQ,MMLU-STEM,Gemma3,gemma-3-27b-it,gemma-3-12b-it,Cross,instronly,500,0.6922916666666667,0.69125,0.6933333333333334,0.033124999999999995,0.6922874999999996,0.69625,0.6895833333333333
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-pt,gemma-3-27b-pt,Cross,instronly,500,0.6016666666666667,0.5971875,0.60375,0.17791666666666667,0.6003916666666667,0.6116666666666667,0.5820833333333333
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-pt,gemma-3-27b-it,Cross,instronly,500,0.5183333333333333,0.49916666666666665,0.5330208333333333,0.4066666666666667,0.5172625000000002,0.5770833333333333,0.45458333333333334
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-pt,gemma-3-12b-it,Cross,instronly,500,0.546875,0.5345833333333334,0.56125,0.2979166666666666,0.5470333333333333,0.595,0.48875
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-it,gemma-3-27b-pt,Cross,instronly,500,0.6291666666666667,0.6283333333333333,0.6295833333333334,0.13541666666666669,0.6290416666666666,0.6308333333333334,0.6270833333333333
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-it,gemma-3-27b-it,Cross,instronly,500,0.6295833333333334,0.6291666666666667,0.63125,0.08166666666666668,0.6301166666666667,0.6345833333333334,0.6258333333333334
MCQ,MMLU-STEM,Gemma3,gemma-3-12b-it,gemma-3-12b-pt,Cross,instronly,500,0.635,0.6341666666666667,0.6354166666666666,0.12958333333333333,0.6347791666666666,0.6370833333333333,0.6333333333333333
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B,Llama-3.1-8B,Same,instronly,500,0.4841666666666667,0.48291666666666666,0.48541666666666666,0.023333333333333317,0.4842736622080071,0.49125,0.47708333333333336
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,Same,instronly,500,0.5383333333333333,0.5370833333333334,0.5404166666666667,0.05666666666666666,0.5388269347958292,0.5454166666666667,0.5329166666666667
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B,Llama-3.1-70B,Same,instronly,500,0.6383333333333333,0.6370833333333333,0.64,0.026666666666666658,0.6385825492401765,0.645,0.6333333333333333
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-70B-Instruct,Same,instronly,500,0.7054166666666667,0.7041666666666667,0.7070833333333333,0.04467640918580375,0.7054728524203282,0.7100760456273765,0.6975
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B,Llama-3.1-8B-Instruct,Cross,instronly,500,0.464375,0.45958333333333334,0.4666666666666667,0.24833333333333335,0.4639,0.47583333333333333,0.45375
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B,Llama-3.1-70B,Cross,instronly,500,0.468125,0.4658333333333333,0.47125,0.30125,0.4684999999999999,0.4820833333333333,0.45416666666666666
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B,Llama-3.1-70B-Instruct,Cross,instronly,500,0.47375,0.46958333333333335,0.4775,0.2375,0.47349583333333334,0.4845833333333333,0.455
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-8B,Cross,instronly,500,0.5370833333333334,0.5358333333333334,0.5383333333333333,0.14666666666666667,0.536875,0.54125,0.5316666666666666
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-70B,Cross,instronly,500,0.5425,0.5408333333333334,0.54375,0.08270833333333333,0.5422625,0.5466666666666666,0.5370833333333334
MCQ,MMLU-STEM,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-70B-Instruct,Cross,instronly,500,0.5364583333333333,0.535,0.5383333333333333,0.17083333333333334,0.5364333333333333,0.5420833333333334,0.52625
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B,Llama-3.1-8B,Cross,instronly,500,0.6195833333333334,0.6183333333333333,0.6201041666666667,0.16499999999999998,0.6192666666666665,0.62375,0.6141666666666666
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B,Llama-3.1-8B-Instruct,Cross,instronly,500,0.6225,0.62,0.6259375,0.108125,0.6228708333333334,0.6325,0.60625
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B,Llama-3.1-70B-Instruct,Cross,instronly,500,0.615,0.6119791666666666,0.6179166666666667,0.173125,0.614575,0.6266666666666667,0.59375
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-8B,Cross,instronly,500,0.70875,0.7078125,0.7105208333333334,0.059583333333333335,0.7090999999999998,0.71375,0.7058333333333333
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,Cross,instronly,500,0.7045833333333333,0.7029166666666666,0.70625,0.0716666666666667,0.7046083333333334,0.71,0.6975
MCQ,MMLU-STEM,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-70B,Cross,instronly,500,0.7079166666666666,0.7070833333333333,0.7091666666666666,0.04479166666666665,0.7078833333333333,0.7133333333333334,0.7016666666666667
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Base,Falcon3-3B-Base,Same,fewshot,500,0.4970833333333333,0.4945833333333333,0.49833333333333335,0.03375,0.4967556431004348,0.50375,0.4920833333333333
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Instruct,Falcon3-3B-Instruct,Same,fewshot,500,0.5216666666666666,0.5191666666666667,0.5229202037351444,0.01708333333333334,0.5215231354101857,0.5270833333333333,0.5152688172043011
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Base,Falcon3-10B-Base,Same,fewshot,500,0.6579166666666667,0.6566666666666666,0.66,0.040416666666666656,0.6583449040074427,0.66375,0.6533333333333333
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Instruct,Falcon3-10B-Instruct,Same,fewshot,500,0.6704166666666667,0.6691666666666667,0.6716666666666666,0.02333333333333333,0.670339124625062,0.6783333333333333,0.6648550724637681
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,Cross,fewshot,500,0.48875,0.48416666666666663,0.4951041666666667,0.19937500000000002,0.48885416666666665,0.5058333333333334,0.46625
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Base,Falcon3-10B-Base,Cross,fewshot,500,0.49166666666666664,0.48822916666666666,0.49541666666666667,0.211875,0.4913291666666668,0.5008333333333334,0.47875
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Base,Falcon3-10B-Instruct,Cross,fewshot,500,0.49145833333333333,0.4875,0.49583333333333335,0.18145833333333333,0.4911375,0.5066666666666667,0.4708333333333333
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Instruct,Falcon3-3B-Base,Cross,fewshot,500,0.52,0.5195833333333333,0.5204166666666666,0.026249999999999996,0.5201083333333334,0.5225,0.5179166666666667
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Instruct,Falcon3-10B-Base,Cross,fewshot,500,0.5216666666666666,0.5211458333333333,0.5225,0.05125000000000002,0.5216208333333334,0.5233333333333333,0.5191666666666667
MCQ,MMLU-STEM,Falcon,Falcon3-3B-Instruct,Falcon3-10B-Instruct,Cross,fewshot,500,0.52125,0.5204166666666666,0.5225,0.03229166666666666,0.5214291666666668,0.5266666666666666,0.5170833333333333
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Base,Falcon3-3B-Base,Cross,fewshot,500,0.6508333333333334,0.6504166666666666,0.6520833333333333,0.09458333333333335,0.6511250000000001,0.6545833333333333,0.6454166666666666
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Base,Falcon3-3B-Instruct,Cross,fewshot,500,0.6425,0.6339583333333333,0.64875,0.13625000000000004,0.6405458333333333,0.65875,0.60875
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,Cross,fewshot,500,0.6502083333333333,0.6465624999999999,0.65375,0.09250000000000001,0.6494291666666667,0.6583333333333333,0.62875
MCQ,MMLU-STEM,Falcon,Falcon3-10B-Instruct,Falcon3-3B-Base,Cross,fewshot,500,0.6716666666666666,0.67125,0.6720833333333334,0.030416666666666647,0.6715208333333333,0.6729166666666667,0.6695833333333333
