Question_Type,Target_Dataset,Source_Dataset,Transfer_Type,Model_Family,Model,Prompt,Batch_Size,median_acc,q25_acc,q75_acc,bias_median,acc_mean,best_run_acc,worst_run_acc
YN,COMPS,ARITH,Cross,Falcon,Falcon3-10B-Instruct,instronly,500,0.8028571428571428,0.7933333333333333,0.810952380952381,0.12571428571428575,0.8032761904761907,0.8347619047619048,0.77
YN,COMPS,BABI,Cross,Falcon,Falcon3-10B-Instruct,instronly,500,0.8395238095238096,0.8357142857142857,0.8428571428571429,0.059523809523809534,0.8393428571428572,0.8461904761904762,0.8280952380952381
YN,COMPS,EWOK,Cross,Falcon,Falcon3-10B-Instruct,instronly,500,0.8352380952380952,0.8280952380952381,0.84,0.07023809523809528,0.8341619047619048,0.8457142857142858,0.8128571428571428
YN,COMPS,COMPS,Same,Gemma3,gemma-3-27b-pt,instronly,500,0.8757142857142857,0.8741289409722623,0.8771428571428571,0.002857142857142808,0.8755478980892326,0.8857142857142857,0.8638613861386139
YN,COMPS,ARITH,Cross,Gemma3,gemma-3-27b-pt,instronly,500,0.8285714285714286,0.8285714285714286,0.8423809523809523,0.11238095238095241,0.8320047619047618,0.8528571428571429,0.7961904761904762
YN,COMPS,BABI,Cross,Gemma3,gemma-3-27b-pt,instronly,500,0.8766666666666667,0.8747619047619047,0.8766666666666667,0.015714285714285764,0.8751333333333333,0.88,0.8590476190476191
YN,COMPS,EWOK,Cross,Gemma3,gemma-3-27b-pt,instronly,500,0.8747619047619047,0.8747619047619047,0.8766666666666667,0.015714285714285764,0.8756380952380954,0.8776190476190476,0.8747619047619047
YN,COMPS,COMPS,Same,Gemma3,gemma-3-27b-it,instronly,500,0.8752380952380953,0.8742857142857143,0.8773809523809524,0.0038131553860819845,0.8745257676314894,0.8809523809523809,0.8267326732673267
YN,COMPS,ARITH,Cross,Gemma3,gemma-3-27b-it,instronly,500,0.8276190476190476,0.8167857142857143,0.8369047619047619,0.13380952380952382,0.8262904761904762,0.8566666666666667,0.7766666666666666
YN,COMPS,BABI,Cross,Gemma3,gemma-3-27b-it,instronly,500,0.8376190476190476,0.8352380952380952,0.8428571428571429,0.11857142857142859,0.8376761904761905,0.8523809523809524,0.8085714285714286
YN,COMPS,EWOK,Cross,Gemma3,gemma-3-27b-it,instronly,500,0.861904761904762,0.8609523809523809,0.8661904761904762,0.08047619047619048,0.8632714285714285,0.8709523809523809,0.8595238095238096
YN,COMPS,COMPS,Same,Gemma3,gemma-3-12b-pt,instronly,500,0.8747619047619047,0.8735313001605136,0.8766666666666667,0.0047619047619048005,0.8747516627367945,0.8819047619047619,0.8613861386138614
YN,COMPS,ARITH,Cross,Gemma3,gemma-3-12b-pt,instronly,500,0.8333333333333334,0.8333333333333334,0.849047619047619,0.10761904761904767,0.8395428571428569,0.8761904761904762,0.7747619047619048
YN,COMPS,BABI,Cross,Gemma3,gemma-3-12b-pt,instronly,500,0.861904761904762,0.861904761904762,0.8747619047619047,0.04476190476190478,0.863261904761905,0.8795238095238095,0.8333333333333334
YN,COMPS,EWOK,Cross,Gemma3,gemma-3-12b-pt,instronly,500,0.8333333333333334,0.8333333333333334,0.849047619047619,0.10761904761904767,0.8386761904761904,0.849047619047619,0.8333333333333334
YN,COMPS,COMPS,Same,Gemma3,gemma-3-12b-it,instronly,500,0.8733333333333333,0.8718437060238776,0.875,0.0033333333333333826,0.8724506848243121,0.878095238095238,0.8366336633663366
YN,COMPS,ARITH,Cross,Gemma3,gemma-3-12b-it,instronly,500,0.8480952380952381,0.8465476190476191,0.8519047619047619,0.08047619047619048,0.8488714285714286,0.8657142857142858,0.8395238095238096
YN,COMPS,BABI,Cross,Gemma3,gemma-3-12b-it,instronly,500,0.8471428571428572,0.8414285714285714,0.8495238095238096,0.08809523809523812,0.8459952380952381,0.8657142857142858,0.8333333333333334
YN,COMPS,EWOK,Cross,Gemma3,gemma-3-12b-it,instronly,500,0.8404761904761905,0.8391666666666667,0.8414285714285714,0.10333333333333336,0.8402333333333333,0.8476190476190476,0.8333333333333334
YN,COMPS,COMPS,Same,Llama3,Llama-3.1-8B,instronly,500,0.8413530252501191,0.839047619047619,0.8425468975468975,0.00481000481000482,0.8402663830398956,0.8466666666666667,0.8094059405940595
YN,COMPS,ARITH,Cross,Llama3,Llama-3.1-8B,instronly,500,0.8438095238095238,0.8404761904761905,0.8461904761904762,0.02428571428571427,0.843247619047619,0.8461904761904762,0.8319047619047619
YN,COMPS,BABI,Cross,Llama3,Llama-3.1-8B,instronly,500,0.8395238095238096,0.8319047619047619,0.8395238095238096,0.025238095238095254,0.8368095238095239,0.8438095238095238,0.8319047619047619
YN,COMPS,EWOK,Cross,Llama3,Llama-3.1-8B,instronly,500,0.8409523809523809,0.8395238095238096,0.8438095238095238,0.0242857142857143,0.8417285714285715,0.8461904761904762,0.8395238095238096
YN,COMPS,COMPS,Same,Llama3,Llama-3.1-8B-Instruct,instronly,500,0.8528571428571429,0.8511904761904762,0.8538737356517786,0.003809523809523818,0.851745409845335,0.8590476190476191,0.8242574257425742
YN,COMPS,ARITH,Cross,Llama3,Llama-3.1-8B-Instruct,instronly,500,0.7980952380952381,0.7980952380952381,0.8152380952380952,0.14952380952380956,0.806352380952381,0.8280952380952381,0.7880952380952381
YN,COMPS,BABI,Cross,Llama3,Llama-3.1-8B-Instruct,instronly,500,0.7880952380952381,0.7733333333333333,0.7880952380952381,0.1757142857142857,0.7841333333333332,0.7980952380952381,0.7666666666666667
YN,COMPS,EWOK,Cross,Llama3,Llama-3.1-8B-Instruct,instronly,500,0.8166666666666667,0.8152380952380952,0.8280952380952381,0.12047619047619049,0.8212809523809529,0.8361904761904762,0.8152380952380952
YN,COMPS,COMPS,Same,Llama3,Llama-3.1-70B,instronly,500,0.8928571428571429,0.8913612313612314,0.8942857142857142,0.00302663438256659,0.8919178735047122,0.8978046934140802,0.8514851485148515
YN,COMPS,ARITH,Cross,Llama3,Llama-3.1-70B,instronly,500,0.8764285714285713,0.8728571428571429,0.8847619047619047,0.07166666666666666,0.8782190476190476,0.8933333333333333,0.8614285714285714
YN,COMPS,BABI,Cross,Llama3,Llama-3.1-70B,instronly,500,0.8876190476190476,0.8842857142857142,0.8933333333333333,0.037142857142857144,0.8856809523809523,0.8947619047619048,0.8452380952380952
YN,COMPS,EWOK,Cross,Llama3,Llama-3.1-70B,instronly,500,0.8471428571428572,0.8295238095238096,0.8471428571428572,0.09761904761904766,0.8384904761904761,0.8704761904761905,0.8076190476190476
YN,COMPS,COMPS,Same,Llama3,Llama-3.1-70B-Instruct,instronly,500,0.8814285714285715,0.88,0.882691420180407,0.0028571428571428636,0.8807826614714016,0.8856598380181039,0.849009900990099
YN,COMPS,ARITH,Cross,Llama3,Llama-3.1-70B-Instruct,instronly,500,0.8790476190476191,0.8747619047619047,0.8795238095238095,0.03333333333333338,0.8772,0.8852380952380953,0.849047619047619
YN,COMPS,BABI,Cross,Llama3,Llama-3.1-70B-Instruct,instronly,500,0.8457142857142858,0.8414285714285714,0.8523809523809524,0.11142857142857143,0.8457714285714286,0.8752380952380953,0.8104761904761905
YN,COMPS,EWOK,Cross,Llama3,Llama-3.1-70B-Instruct,instronly,500,0.8738095238095238,0.8733333333333333,0.8745238095238096,0.06142857142857147,0.8728714285714284,0.8766666666666667,0.8523809523809524
YN,COMPS,COMPS,Same,Falcon,Falcon3-3B-Base,fewshot,500,0.84,0.8385388665650547,0.8414285714285714,0.0038095238095237627,0.8387418197715933,0.8447619047619047,0.7920792079207921
YN,COMPS,ARITH,Cross,Falcon,Falcon3-3B-Base,fewshot,500,0.8319047619047619,0.8308333333333333,0.8325,0.0519047619047619,0.8314571428571429,0.8376190476190476,0.8223809523809524
YN,COMPS,BABI,Cross,Falcon,Falcon3-3B-Base,fewshot,500,0.8097619047619048,0.8061904761904762,0.8114285714285714,0.10500000000000002,0.808590476190476,0.8266666666666667,0.7923809523809524
YN,COMPS,EWOK,Cross,Falcon,Falcon3-3B-Base,fewshot,500,0.8352380952380952,0.8333333333333334,0.8371428571428572,0.037142857142857144,0.8353428571428572,0.840952380952381,0.8314285714285714
YN,COMPS,COMPS,Same,Falcon,Falcon3-3B-Instruct,fewshot,500,0.8085714285714286,0.8076190476190476,0.8104761904761905,0.004761904761904745,0.808499752736501,0.8180952380952381,0.7871287128712872
YN,COMPS,ARITH,Cross,Falcon,Falcon3-3B-Instruct,fewshot,500,0.8095238095238095,0.8085714285714286,0.810952380952381,0.0680952380952381,0.8091904761904763,0.8119047619047619,0.8004761904761905
YN,COMPS,BABI,Cross,Falcon,Falcon3-3B-Instruct,fewshot,500,0.7380952380952381,0.7254761904761905,0.7448809523809523,0.18833333333333335,0.7377333333333334,0.789047619047619,0.7042857142857143
YN,COMPS,EWOK,Cross,Falcon,Falcon3-3B-Instruct,fewshot,500,0.7785714285714286,0.7666666666666667,0.7866666666666666,0.09690476190476192,0.7773857142857143,0.799047619047619,0.7485714285714286
YN,COMPS,COMPS,Same,Falcon,Falcon3-10B-Base,fewshot,500,0.8842857142857142,0.8833333333333333,0.8852380952380953,0.0025614754098360615,0.8836925695685308,0.888095238095238,0.8613861386138614
YN,COMPS,ARITH,Cross,Falcon,Falcon3-10B-Base,fewshot,500,0.8707142857142858,0.8685714285714285,0.8744047619047619,0.05857142857142858,0.8709142857142856,0.8833333333333333,0.8523809523809524
YN,COMPS,BABI,Cross,Falcon,Falcon3-10B-Base,fewshot,500,0.820952380952381,0.8076190476190476,0.8314285714285714,0.1523809523809524,0.8209619047619047,0.8571428571428571,0.7880952380952381
YN,COMPS,EWOK,Cross,Falcon,Falcon3-10B-Base,fewshot,500,0.8609523809523809,0.8589285714285715,0.8642857142857143,0.09000000000000002,0.8612142857142857,0.8714285714285714,0.8428571428571429
YN,COMPS,COMPS,Same,Falcon,Falcon3-10B-Instruct,fewshot,500,0.8566666666666667,0.8557142857142858,0.8580952380952381,0.003333333333333327,0.8568962163306568,0.8623445825932504,0.8415841584158416
YN,COMPS,ARITH,Cross,Falcon,Falcon3-10B-Instruct,fewshot,500,0.8609523809523809,0.8604761904761905,0.8614285714285714,0.017142857142857126,0.8609285714285714,0.8623809523809524,0.8585714285714285
YN,COMPS,BABI,Cross,Falcon,Falcon3-10B-Instruct,fewshot,500,0.8514285714285714,0.85,0.8542857142857143,0.03857142857142859,0.8519095238095238,0.8604761904761905,0.8438095238095238
YN,COMPS,EWOK,Cross,Falcon,Falcon3-10B-Instruct,fewshot,500,0.8514285714285714,0.8498809523809524,0.853452380952381,0.045000000000000026,0.8508999999999999,0.8566666666666667,0.8385714285714285
YN,COMPS,COMPS,Same,Gemma3,gemma-3-27b-pt,fewshot,500,0.9039487726787621,0.9028571428571428,0.9057142857142857,0.003809523809523818,0.9039706126097077,0.9142857142857143,0.8861386138613861
YN,COMPS,ARITH,Cross,Gemma3,gemma-3-27b-pt,fewshot,500,0.9033333333333333,0.8994047619047619,0.9058333333333333,0.007619047619047581,0.9026904761904762,0.909047619047619,0.8819047619047619
YN,COMPS,BABI,Cross,Gemma3,gemma-3-27b-pt,fewshot,500,0.8580952380952381,0.8536904761904762,0.8647619047619047,0.09714285714285717,0.8590809523809523,0.8747619047619047,0.8380952380952381
YN,COMPS,EWOK,Cross,Gemma3,gemma-3-27b-pt,fewshot,500,0.8676190476190476,0.8647619047619047,0.8747619047619047,0.07904761904761909,0.8684190476190475,0.8819047619047619,0.849047619047619
YN,COMPS,COMPS,Same,Gemma3,gemma-3-27b-it,fewshot,500,0.89,0.8890476190476191,0.8914285714285715,0.002857142857142808,0.8890344741093487,0.8938095238095238,0.8465346534653465
YN,COMPS,ARITH,Cross,Gemma3,gemma-3-27b-it,fewshot,500,0.8890476190476191,0.8842857142857142,0.8914285714285715,0.021428571428571422,0.8864761904761906,0.8923809523809524,0.8638095238095238
YN,COMPS,BABI,Cross,Gemma3,gemma-3-27b-it,fewshot,500,0.789047619047619,0.7742857142857142,0.7933333333333333,0.20047619047619047,0.7832761904761903,0.8233333333333334,0.7233333333333334
YN,COMPS,EWOK,Cross,Gemma3,gemma-3-27b-it,fewshot,500,0.8628571428571429,0.8547619047619047,0.8657142857142858,0.1047619047619048,0.8615904761904761,0.8776190476190476,0.8404761904761905
YN,COMPS,COMPS,Same,Gemma3,gemma-3-12b-pt,fewshot,500,0.89,0.8882024782002315,0.8914285714285715,0.0038095238095237627,0.8890266354733164,0.8957142857142857,0.849009900990099
YN,COMPS,ARITH,Cross,Gemma3,gemma-3-12b-pt,fewshot,500,0.8547619047619047,0.8385714285714285,0.8629761904761905,0.07000000000000003,0.8481380952380952,0.8804761904761905,0.7871428571428571
YN,COMPS,BABI,Cross,Gemma3,gemma-3-12b-pt,fewshot,500,0.8642857142857143,0.8551190476190476,0.8661904761904762,0.05285714285714291,0.8631857142857142,0.8809523809523809,0.8385714285714285
YN,COMPS,EWOK,Cross,Gemma3,gemma-3-12b-pt,fewshot,500,0.8733333333333333,0.8732142857142857,0.8809523809523809,0.03619047619047619,0.8736857142857143,0.8876190476190476,0.8547619047619047
YN,COMPS,COMPS,Same,Gemma3,gemma-3-12b-it,fewshot,500,0.8861904761904762,0.8846227536535907,0.8871428571428571,0.002857142857142808,0.8853466587573121,0.8916464891041163,0.8514851485148515
YN,COMPS,ARITH,Cross,Gemma3,gemma-3-12b-it,fewshot,500,0.8728571428571429,0.8714285714285714,0.8761904761904762,0.05761904761904765,0.8733428571428571,0.8828571428571429,0.8657142857142858
YN,COMPS,BABI,Cross,Gemma3,gemma-3-12b-it,fewshot,500,0.8419047619047619,0.839047619047619,0.8457142857142858,0.12809523809523812,0.8420095238095238,0.8542857142857143,0.8257142857142857
YN,COMPS,EWOK,Cross,Gemma3,gemma-3-12b-it,fewshot,500,0.8728571428571429,0.871904761904762,0.8761904761904762,0.05761904761904765,0.8737095238095237,0.8790476190476191,0.8685714285714285
YN,COMPS,COMPS,Same,Llama3,Llama-3.1-8B,fewshot,500,0.8727965697951405,0.8713672885741522,0.8738095238095238,0.005238095238095236,0.8720514752868083,0.8778258778258778,0.8514851485148515
YN,COMPS,ARITH,Cross,Llama3,Llama-3.1-8B,fewshot,500,0.8614285714285714,0.8595238095238096,0.8638095238095238,0.08333333333333329,0.861590476190476,0.8685714285714285,0.8471428571428572
YN,COMPS,BABI,Cross,Llama3,Llama-3.1-8B,fewshot,500,0.8692857142857142,0.8671428571428571,0.8695238095238095,0.0357142857142857,0.8686190476190476,0.8747619047619047,0.8652380952380953
YN,COMPS,EWOK,Cross,Llama3,Llama-3.1-8B,fewshot,500,0.8519047619047619,0.8471428571428572,0.8590476190476191,0.10047619047619044,0.8528238095238093,0.8590476190476191,0.8471428571428572
YN,COMPS,COMPS,Same,Llama3,Llama-3.1-8B-Instruct,fewshot,500,0.8628571428571429,0.8604761904761905,0.8640476190476191,0.0033349213911386677,0.8616111742726221,0.8680952380952381,0.8242574257425742
YN,COMPS,ARITH,Cross,Llama3,Llama-3.1-8B-Instruct,fewshot,500,0.8609523809523809,0.8609523809523809,0.861904761904762,0.043809523809523826,0.8612190476190478,0.8647619047619047,0.8547619047619047
YN,COMPS,BABI,Cross,Llama3,Llama-3.1-8B-Instruct,fewshot,500,0.8552380952380952,0.8495238095238096,0.8576190476190476,0.06857142857142859,0.8544238095238096,0.861904761904762,0.8433333333333334
YN,COMPS,EWOK,Cross,Llama3,Llama-3.1-8B-Instruct,fewshot,500,0.8614285714285714,0.8609523809523809,0.8628571428571429,0.005952380952380973,0.8619095238095237,0.8638095238095238,0.8604761904761905
YN,COMPS,COMPS,Same,Llama3,Llama-3.1-70B,fewshot,500,0.9093113482056256,0.9078352503459697,0.9104761904761904,0.0023809523809523725,0.908739613109835,0.9142857142857143,0.8886138613861386
YN,COMPS,ARITH,Cross,Llama3,Llama-3.1-70B,fewshot,500,0.8976190476190476,0.8971428571428571,0.9052380952380953,0.03380952380952382,0.9000619047619048,0.910952380952381,0.8804761904761905
YN,COMPS,BABI,Cross,Llama3,Llama-3.1-70B,fewshot,500,0.8804761904761905,0.8747619047619047,0.8861904761904762,0.06333333333333335,0.8792238095238096,0.8971428571428571,0.8609523809523809
YN,COMPS,EWOK,Cross,Llama3,Llama-3.1-70B,fewshot,500,0.8928571428571429,0.8904761904761904,0.8928571428571429,0.041428571428571453,0.8925142857142858,0.9042857142857142,0.8804761904761905
YN,COMPS,COMPS,Same,Llama3,Llama-3.1-70B-Instruct,fewshot,500,0.8790476190476191,0.878095238095238,0.8805940355940356,0.0032017075773745907,0.8784513944919997,0.8861904761904762,0.844059405940594
YN,COMPS,ARITH,Cross,Llama3,Llama-3.1-70B-Instruct,fewshot,500,0.8771428571428571,0.8742857142857143,0.878095238095238,0.030476190476190518,0.8755904761904764,0.8814285714285715,0.8528571428571429
YN,COMPS,BABI,Cross,Llama3,Llama-3.1-70B-Instruct,fewshot,500,0.8738095238095238,0.8695238095238095,0.8742857142857143,0.0623809523809524,0.8697,0.8785714285714286,0.8095238095238095
YN,COMPS,EWOK,Cross,Llama3,Llama-3.1-70B-Instruct,fewshot,500,0.8752380952380953,0.8742857142857143,0.8776190476190476,0.04000000000000001,0.8758857142857144,0.8814285714285715,0.8728571428571429
YN,EWOK,EWOK,Same,Falcon,Falcon3-3B-Base,zeroshot,500,0.5894194756554307,0.586376404494382,0.5912921348314607,0.011001872659176057,0.5888968560850028,0.596441947565543,0.5805243445692884
YN,EWOK,ARITH,Cross,Falcon,Falcon3-3B-Base,zeroshot,500,0.5482209737827716,0.5454119850187266,0.5519662921348315,0.34480337078651685,0.5482537453183519,0.5660112359550562,0.5383895131086143
YN,EWOK,BABI,Cross,Falcon,Falcon3-3B-Base,zeroshot,500,0.5922284644194756,0.5888342696629214,0.5932818352059925,0.04681647940074907,0.5908005617977529,0.5955056179775281,0.5823970037453183
YN,EWOK,COMPS,Cross,Falcon,Falcon3-3B-Base,zeroshot,500,0.5711610486891385,0.5702247191011236,0.5735018726591761,0.31273408239700373,0.5719428838951313,0.5833333333333334,0.5599250936329588
YN,EWOK,EWOK,Same,Falcon,Falcon3-3B-Instruct,zeroshot,500,0.6179775280898876,0.6161048689138576,0.6198501872659176,0.004447565543071144,0.6179219356521721,0.6235955056179775,0.6128277153558053
YN,EWOK,ARITH,Cross,Falcon,Falcon3-3B-Instruct,zeroshot,500,0.6219569288389513,0.6203183520599251,0.6235955056179775,0.08380149812734083,0.6215870786516855,0.6245318352059925,0.6156367041198502
YN,EWOK,BABI,Cross,Falcon,Falcon3-3B-Instruct,zeroshot,500,0.6081460674157303,0.6067415730337079,0.6109550561797753,0.23408239700374533,0.6083848314606742,0.6179775280898876,0.5987827715355806
YN,EWOK,COMPS,Cross,Falcon,Falcon3-3B-Instruct,zeroshot,500,0.6025280898876404,0.6000702247191011,0.6040496254681648,0.2530430711610487,0.6019382022471911,0.6132958801498127,0.5912921348314607
YN,EWOK,EWOK,Same,Falcon,Falcon3-10B-Base,zeroshot,500,0.6680711610486891,0.6659195817092677,0.6690074906367042,0.01217228464419473,0.6676968813670042,0.6737623762376238,0.6591760299625468
YN,EWOK,ARITH,Cross,Falcon,Falcon3-10B-Base,zeroshot,500,0.6652621722846441,0.6629213483146067,0.6686563670411985,0.031132958801498134,0.6655617977528091,0.6722846441947565,0.6526217228464419
YN,EWOK,BABI,Cross,Falcon,Falcon3-10B-Base,zeroshot,500,0.6659644194756554,0.6633895131086143,0.6690074906367042,0.0294943820224719,0.6662078651685394,0.6713483146067416,0.6596441947565543
YN,EWOK,COMPS,Cross,Falcon,Falcon3-10B-Base,zeroshot,500,0.663623595505618,0.6624531835205992,0.6676029962546817,0.03979400749063669,0.6642977528089888,0.6704119850187266,0.6558988764044944
YN,EWOK,EWOK,Same,Falcon,Falcon3-10B-Instruct,zeroshot,500,0.7146535580524345,0.7121956928838952,0.7175795880149812,0.012989950680461312,0.714477046222906,0.7209737827715356,0.7059925093632958
YN,EWOK,ARITH,Cross,Falcon,Falcon3-10B-Instruct,zeroshot,500,0.6807116104868914,0.6797752808988764,0.6839887640449438,0.10486891385767791,0.6818352059925096,0.6919475655430711,0.6732209737827716
YN,EWOK,BABI,Cross,Falcon,Falcon3-10B-Instruct,zeroshot,500,0.7059925093632958,0.7055243445692884,0.7071629213483146,0.11657303370786518,0.7051029962546816,0.7181647940074907,0.6769662921348315
YN,EWOK,COMPS,Cross,Falcon,Falcon3-10B-Instruct,zeroshot,500,0.701310861423221,0.6942883895131086,0.7054073033707865,0.033707865168539325,0.7018258426966293,0.7209737827715356,0.6830524344569289
YN,EWOK,EWOK,Same,Gemma3,gemma-3-27b-pt,zeroshot,500,0.5973782771535581,0.5941011235955056,0.6000702247191011,0.009618700634108357,0.5972900983250412,0.6062734082397003,0.5903558052434457
YN,EWOK,ARITH,Cross,Gemma3,gemma-3-27b-pt,zeroshot,500,0.576310861423221,0.576310861423221,0.5856741573033708,0.3525280898876404,0.5798595505617979,0.5941011235955056,0.5632022471910112
YN,EWOK,BABI,Cross,Gemma3,gemma-3-27b-pt,zeroshot,500,0.6062734082397003,0.5987827715355806,0.6067415730337079,0.09737827715355807,0.6036376404494382,0.6086142322097379,0.5969101123595506
YN,EWOK,COMPS,Cross,Gemma3,gemma-3-27b-pt,zeroshot,500,0.5419007490636705,0.5365168539325843,0.549625468164794,0.43469101123595505,0.5428183520599249,0.550561797752809,0.5276217228464419
YN,EWOK,EWOK,Same,Gemma3,gemma-3-27b-it,zeroshot,500,0.7347705904673567,0.7331460674157303,0.7364232209737828,0.027384918561100965,0.7345213167386785,0.7401685393258427,0.7275280898876404
YN,EWOK,ARITH,Cross,Gemma3,gemma-3-27b-it,zeroshot,500,0.7345505617977528,0.7275280898876404,0.7364232209737828,0.029728464419475673,0.7310252808988761,0.7387640449438202,0.7078651685393258
YN,EWOK,BABI,Cross,Gemma3,gemma-3-27b-it,zeroshot,500,0.7294007490636704,0.726123595505618,0.7322097378277154,0.09878277153558054,0.7285955056179775,0.7373595505617978,0.7195692883895131
YN,EWOK,COMPS,Cross,Gemma3,gemma-3-27b-it,zeroshot,500,0.6764981273408239,0.6694756554307116,0.6835205992509363,0.2823033707865169,0.675814606741573,0.6952247191011236,0.653558052434457
YN,EWOK,EWOK,Same,Gemma3,gemma-3-12b-pt,zeroshot,500,0.586783504315258,0.5847378277153558,0.5884831460674157,0.007022471910112363,0.5865573190804786,0.5912921348314607,0.5814606741573034
YN,EWOK,ARITH,Cross,Gemma3,gemma-3-12b-pt,zeroshot,500,0.5856741573033708,0.5856741573033708,0.5861423220973783,0.06390449438202246,0.5859082397003748,0.5880149812734082,0.5842696629213483
YN,EWOK,BABI,Cross,Gemma3,gemma-3-12b-pt,zeroshot,500,0.5617977528089888,0.5589887640449438,0.576310861423221,0.20318352059925093,0.5667275280898877,0.5861423220973783,0.5543071161048689
YN,EWOK,COMPS,Cross,Gemma3,gemma-3-12b-pt,zeroshot,500,0.5393258426966292,0.5388576779026217,0.5393258426966292,0.44288389513108617,0.5400046816479399,0.549625468164794,0.525749063670412
YN,EWOK,EWOK,Same,Gemma3,gemma-3-12b-it,zeroshot,500,0.6879124098185396,0.6855102996254682,0.6891385767790262,0.011235955056179803,0.6873385085829264,0.6938202247191011,0.6807116104868914
YN,EWOK,ARITH,Cross,Gemma3,gemma-3-12b-it,zeroshot,500,0.6338951310861424,0.6301498127340824,0.6371722846441947,0.28838951310861427,0.632808988764045,0.6446629213483146,0.6165730337078652
YN,EWOK,BABI,Cross,Gemma3,gemma-3-12b-it,zeroshot,500,0.684691011235955,0.6835205992509363,0.6858614232209738,0.07116104868913856,0.6847144194756555,0.6900749063670412,0.6793071161048689
YN,EWOK,COMPS,Cross,Gemma3,gemma-3-12b-it,zeroshot,500,0.5692883895131086,0.5627340823970037,0.5739700374531835,0.4213483146067416,0.5684363295880149,0.5912921348314607,0.549625468164794
YN,EWOK,EWOK,Same,Llama3,Llama-3.1-8B,zeroshot,500,0.5557116104868914,0.5534878277153558,0.5575842696629213,0.028818924749316632,0.5556183675241383,0.5617977528089888,0.5491573033707865
YN,EWOK,ARITH,Cross,Llama3,Llama-3.1-8B,zeroshot,500,0.5552434456928839,0.5547752808988764,0.5557116104868914,0.046114232209737815,0.5551029962546816,0.5571161048689138,0.550561797752809
YN,EWOK,BABI,Cross,Llama3,Llama-3.1-8B,zeroshot,500,0.5533707865168539,0.5529026217228464,0.5561797752808989,0.24812734082397003,0.5544616104868912,0.5599250936329588,0.5472846441947565
YN,EWOK,COMPS,Cross,Llama3,Llama-3.1-8B,zeroshot,500,0.526685393258427,0.525749063670412,0.5280898876404494,0.4030898876404494,0.5262968164794007,0.5379213483146067,0.5149812734082397
YN,EWOK,EWOK,Same,Llama3,Llama-3.1-8B-Instruct,zeroshot,500,0.6385767790262172,0.6367041198501873,0.6404494382022472,0.006788389513108617,0.638107381710386,0.6427902621722846,0.6320224719101124
YN,EWOK,ARITH,Cross,Llama3,Llama-3.1-8B-Instruct,zeroshot,500,0.6381086142322098,0.6376404494382022,0.6404494382022472,0.03838951310861424,0.6388529962546817,0.6418539325842697,0.6371722846441947
YN,EWOK,BABI,Cross,Llama3,Llama-3.1-8B-Instruct,zeroshot,500,0.6395131086142322,0.6367041198501873,0.6404494382022472,0.017790262172284632,0.638000936329588,0.6418539325842697,0.6301498127340824
YN,EWOK,COMPS,Cross,Llama3,Llama-3.1-8B-Instruct,zeroshot,500,0.5880149812734082,0.5800561797752809,0.5936329588014981,0.27059925093632964,0.5866245318352061,0.5973782771535581,0.5660112359550562
YN,EWOK,EWOK,Same,Llama3,Llama-3.1-70B,zeroshot,500,0.611711288347033,0.6100187265917603,0.6137640449438202,0.0077247191011236005,0.6118074500095724,0.6198501872659176,0.6067415730337079
YN,EWOK,ARITH,Cross,Llama3,Llama-3.1-70B,zeroshot,500,0.6165730337078652,0.6147003745318352,0.6165730337078652,0.11750936329588013,0.6157303370786518,0.6179775280898876,0.6104868913857678
YN,EWOK,BABI,Cross,Llama3,Llama-3.1-70B,zeroshot,500,0.6147003745318352,0.6137640449438202,0.6165730337078652,0.09339887640449436,0.6148501872659176,0.6179775280898876,0.6067415730337079
YN,EWOK,COMPS,Cross,Llama3,Llama-3.1-70B,zeroshot,500,0.5674157303370787,0.5632022471910112,0.5683520599250936,0.38295880149812733,0.5676919475655431,0.5852059925093633,0.5510299625468165
YN,EWOK,EWOK,Same,Llama3,Llama-3.1-70B-Instruct,zeroshot,500,0.7064606741573034,0.7045880149812734,0.708684456928839,0.00514981273408241,0.7067221431384807,0.7173267326732673,0.701310861423221
YN,EWOK,ARITH,Cross,Llama3,Llama-3.1-70B-Instruct,zeroshot,500,0.7069288389513109,0.7055243445692884,0.7078651685393258,0.02598314606741571,0.7069101123595506,0.7102059925093633,0.7031835205992509
YN,EWOK,BABI,Cross,Llama3,Llama-3.1-70B-Instruct,zeroshot,500,0.7078651685393258,0.7055243445692884,0.7093867041198502,0.06835205992509363,0.707565543071161,0.7116104868913857,0.7031835205992509
YN,EWOK,COMPS,Cross,Llama3,Llama-3.1-70B-Instruct,zeroshot,500,0.6427902621722846,0.6365870786516854,0.6508661048689138,0.3017322097378277,0.6435440074906367,0.6676029962546817,0.6179775280898876
YN,EWOK,EWOK,Same,Falcon,Falcon3-3B-Base,instronly,500,0.6259363295880149,0.6240636704119851,0.6278089887640449,0.016385767790262157,0.6259279292047031,0.6337209302325582,0.6207865168539326
YN,EWOK,ARITH,Cross,Falcon,Falcon3-3B-Base,instronly,500,0.6254681647940075,0.6245318352059925,0.6259363295880149,0.0273876404494382,0.6253511235955056,0.6278089887640449,0.6207865168539326
YN,EWOK,BABI,Cross,Falcon,Falcon3-3B-Base,instronly,500,0.6245318352059925,0.6230102996254682,0.6264044943820225,0.08146067415730338,0.6249953183520599,0.6306179775280899,0.6207865168539326
