Question_Type,Target_Dataset,Source_Dataset,Transfer_Type,Model_Family,Model,Prompt,Batch_Size,median_acc,q25_acc,q75_acc,bias_median,acc_mean,best_run_acc,worst_run_acc
YN,ARITH,ARITH,Same,Gemma3,gemma-3-12b-pt,instronly,500,0.8969977740678909,0.8934234234234234,0.900625,0.0050000000000000044,0.895155035812173,0.9058333333333334,0.8561151079136691
YN,ARITH,BABI,Cross,Gemma3,gemma-3-12b-pt,instronly,500,0.885,0.8775,0.885,0.025000000000000022,0.8842916666666666,0.9041666666666667,0.8666666666666667
YN,ARITH,COMPS,Cross,Gemma3,gemma-3-12b-pt,instronly,500,0.8775,0.8675,0.8775,0.04249999999999998,0.8745916666666664,0.885,0.8658333333333333
YN,ARITH,EWOK,Cross,Gemma3,gemma-3-12b-pt,instronly,500,0.9041666666666667,0.8941666666666667,0.9041666666666667,0.009166666666666656,0.9007666666666668,0.9041666666666667,0.8941666666666667
YN,ARITH,ARITH,Same,Gemma3,gemma-3-12b-it,instronly,500,0.8533333333333334,0.8516666666666667,0.8551725941422594,0.005014633873750521,0.8532577191833958,0.8616666666666667,0.8376068376068376
YN,ARITH,BABI,Cross,Gemma3,gemma-3-12b-it,instronly,500,0.8583333333333333,0.8533333333333334,0.8604166666666666,0.012916666666666646,0.8573916666666668,0.8658333333333333,0.8491666666666666
YN,ARITH,COMPS,Cross,Gemma3,gemma-3-12b-it,instronly,500,0.8283333333333334,0.8233333333333334,0.8316666666666667,0.11833333333333332,0.8253833333333332,0.845,0.7766666666666666
YN,ARITH,EWOK,Cross,Gemma3,gemma-3-12b-it,instronly,500,0.8633333333333333,0.86,0.8633333333333333,0.035833333333333356,0.8623916666666664,0.8658333333333333,0.8525
YN,ARITH,ARITH,Same,Llama3,Llama-3.1-8B,instronly,500,0.8014205816554809,0.7991478898426323,0.8033333333333333,0.0037499999999999895,0.8013754911139116,0.8131868131868132,0.7933130699088146
YN,ARITH,BABI,Cross,Llama3,Llama-3.1-8B,instronly,500,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.033333333333333326,0.7926416666666668,0.8041666666666667,0.7916666666666666
YN,ARITH,COMPS,Cross,Llama3,Llama-3.1-8B,instronly,500,0.8041666666666667,0.7916666666666666,0.8041666666666667,0.004166666666666652,0.7990416666666667,0.8041666666666667,0.7916666666666666
YN,ARITH,EWOK,Cross,Llama3,Llama-3.1-8B,instronly,500,0.7970833333333334,0.7916666666666666,0.8041666666666667,0.01958333333333334,0.7979,0.8041666666666667,0.7916666666666666
YN,ARITH,ARITH,Same,Llama3,Llama-3.1-8B-Instruct,instronly,500,0.8075,0.8041666666666667,0.81,0.005416666666666681,0.8058859277482918,0.816722972972973,0.7765567765567766
YN,ARITH,BABI,Cross,Llama3,Llama-3.1-8B-Instruct,instronly,500,0.8104166666666667,0.81,0.8133333333333334,0.03833333333333333,0.8112666666666667,0.8133333333333334,0.81
YN,ARITH,COMPS,Cross,Llama3,Llama-3.1-8B-Instruct,instronly,500,0.7483333333333333,0.7483333333333333,0.7591666666666667,0.16166666666666665,0.7495666666666666,0.7675,0.7141666666666666
YN,ARITH,EWOK,Cross,Llama3,Llama-3.1-8B-Instruct,instronly,500,0.8066666666666666,0.7933333333333333,0.8066666666666666,0.015000000000000013,0.8004583333333335,0.8066666666666666,0.7858333333333334
YN,ARITH,ARITH,Same,Llama3,Llama-3.1-70B,instronly,500,0.9416666666666667,0.9391666666666667,0.9433333333333334,0.00392156862745098,0.9405605872592919,0.9468468468468468,0.9194139194139194
YN,ARITH,BABI,Cross,Llama3,Llama-3.1-70B,instronly,500,0.9383333333333334,0.9383333333333334,0.9441666666666667,0.04666666666666666,0.9399083333333332,0.9483333333333334,0.9208333333333333
YN,ARITH,COMPS,Cross,Llama3,Llama-3.1-70B,instronly,500,0.94625,0.9441666666666667,0.9483333333333334,0.029166666666666674,0.9462083333333332,0.9483333333333334,0.9383333333333334
YN,ARITH,EWOK,Cross,Llama3,Llama-3.1-70B,instronly,500,0.9258333333333333,0.9208333333333333,0.9258333333333333,0.0675,0.9233833333333332,0.9316666666666666,0.9175
YN,ARITH,ARITH,Same,Llama3,Llama-3.1-70B-Instruct,instronly,500,0.9799328859060403,0.9783333333333334,0.9808333333333333,0.0024999999999999745,0.9795564934788302,0.9866518353726362,0.9743589743589743
YN,ARITH,BABI,Cross,Llama3,Llama-3.1-70B-Instruct,instronly,500,0.9733333333333334,0.9733333333333334,0.975,0.013333333333333308,0.9741916666666665,0.98,0.9733333333333334
YN,ARITH,COMPS,Cross,Llama3,Llama-3.1-70B-Instruct,instronly,500,0.98,0.9791666666666666,0.9816666666666667,0.010000000000000009,0.9799583333333334,0.9825,0.975
YN,ARITH,EWOK,Cross,Llama3,Llama-3.1-70B-Instruct,instronly,500,0.98,0.9766666666666667,0.98,0.003333333333333327,0.9782000000000001,0.9808333333333333,0.9733333333333334
YN,ARITH,ARITH,Same,Falcon,Falcon3-3B-Base,fewshot,500,0.8549774774774774,0.8533333333333334,0.8558333333333333,0.0050000000000000044,0.8536521114517188,0.8620689655172413,0.8351648351648352
YN,ARITH,BABI,Cross,Falcon,Falcon3-3B-Base,fewshot,500,0.8683333333333333,0.8658333333333333,0.8683333333333333,0.09666666666666668,0.8676083333333334,0.8733333333333333,0.8633333333333333
YN,ARITH,COMPS,Cross,Falcon,Falcon3-3B-Base,fewshot,500,0.8683333333333333,0.8658333333333333,0.8716666666666667,0.05249999999999999,0.8675,0.8758333333333334,0.8541666666666666
YN,ARITH,EWOK,Cross,Falcon,Falcon3-3B-Base,fewshot,500,0.8566666666666667,0.855625,0.8575,0.025833333333333347,0.85665,0.865,0.8533333333333334
YN,ARITH,ARITH,Same,Falcon,Falcon3-3B-Instruct,fewshot,500,0.8733333333333333,0.8708333333333333,0.8741666666666666,0.004166666666666652,0.8718753358052076,0.88,0.8498168498168498
YN,ARITH,BABI,Cross,Falcon,Falcon3-3B-Instruct,fewshot,500,0.8525,0.8425,0.856875,0.13416666666666666,0.8508916666666668,0.8725,0.8258333333333333
YN,ARITH,COMPS,Cross,Falcon,Falcon3-3B-Instruct,fewshot,500,0.8741666666666666,0.8714583333333333,0.875,0.06791666666666667,0.8733500000000001,0.8766666666666667,0.8675
YN,ARITH,EWOK,Cross,Falcon,Falcon3-3B-Instruct,fewshot,500,0.8716666666666667,0.8666666666666667,0.8725,0.10916666666666666,0.8697166666666665,0.8758333333333334,0.8583333333333333
YN,ARITH,ARITH,Same,Falcon,Falcon3-10B-Base,fewshot,500,0.8991666666666667,0.8965350877192982,0.9008333333333334,0.003333333333333327,0.8979458462466239,0.9076751946607341,0.8717948717948718
YN,ARITH,BABI,Cross,Falcon,Falcon3-10B-Base,fewshot,500,0.9091666666666667,0.9075,0.9116666666666666,0.05916666666666667,0.9092416666666665,0.9141666666666667,0.9025
YN,ARITH,COMPS,Cross,Falcon,Falcon3-10B-Base,fewshot,500,0.8766666666666667,0.8733333333333333,0.8791666666666667,0.05791666666666667,0.8762999999999999,0.8933333333333333,0.8591666666666666
YN,ARITH,EWOK,Cross,Falcon,Falcon3-10B-Base,fewshot,500,0.9025,0.9008333333333334,0.9041666666666667,0.025000000000000022,0.9026500000000002,0.9066666666666666,0.8991666666666667
YN,ARITH,ARITH,Same,Falcon,Falcon3-10B-Instruct,fewshot,500,0.9271961938801806,0.9254720771394134,0.9291385135135135,0.003333333333333327,0.9266718756418152,0.9365962180200222,0.9116809116809117
YN,ARITH,BABI,Cross,Falcon,Falcon3-10B-Instruct,fewshot,500,0.915,0.9114583333333333,0.92,0.06166666666666665,0.9157916666666668,0.9275,0.9066666666666666
YN,ARITH,COMPS,Cross,Falcon,Falcon3-10B-Instruct,fewshot,500,0.9258333333333333,0.9241666666666667,0.9266666666666666,0.04000000000000001,0.9252583333333334,0.9316666666666666,0.9083333333333333
YN,ARITH,EWOK,Cross,Falcon,Falcon3-10B-Instruct,fewshot,500,0.9125,0.9091666666666667,0.9183333333333333,0.06583333333333333,0.9135666666666665,0.9275,0.9066666666666666
YN,ARITH,ARITH,Same,Gemma3,gemma-3-27b-pt,fewshot,500,0.9975,0.9966666666666667,0.9983333333333333,0.0008333333333333526,0.997587914682189,0.9991666666666666,0.9943502824858758
YN,ARITH,BABI,Cross,Gemma3,gemma-3-27b-pt,fewshot,500,0.995,0.9947916666666666,0.995,0.0050000000000000044,0.9945499999999999,0.9958333333333333,0.99
YN,ARITH,COMPS,Cross,Gemma3,gemma-3-27b-pt,fewshot,500,0.9991666666666666,0.9975,0.9991666666666666,0.0008333333333333526,0.9984916666666669,0.9991666666666666,0.9958333333333333
YN,ARITH,EWOK,Cross,Gemma3,gemma-3-27b-pt,fewshot,500,0.9958333333333333,0.995,0.9958333333333333,0.004166666666666652,0.9955000000000003,0.9958333333333333,0.9933333333333333
YN,ARITH,ARITH,Same,Gemma3,gemma-3-27b-it,fewshot,500,0.9958333333333333,0.995,0.9963556777116099,0.0009249956548095933,0.9956127203996532,1.0,0.9933333333333333
YN,ARITH,BABI,Cross,Gemma3,gemma-3-27b-it,fewshot,500,0.9883333333333333,0.9858333333333333,0.9891666666666666,0.011666666666666686,0.9873666666666665,0.99,0.9791666666666666
YN,ARITH,COMPS,Cross,Gemma3,gemma-3-27b-it,fewshot,500,0.9958333333333333,0.995,0.9958333333333333,0.0008333333333333526,0.9955750000000001,0.9966666666666667,0.995
YN,ARITH,EWOK,Cross,Gemma3,gemma-3-27b-it,fewshot,500,0.99,0.99,0.9908333333333333,0.008333333333333331,0.9904833333333332,0.9966666666666667,0.99
YN,ARITH,ARITH,Same,Gemma3,gemma-3-12b-pt,fewshot,500,0.9275,0.9252677161468614,0.9289583333333333,0.0033445190156599636,0.9255370853627115,0.9333333333333333,0.8937728937728938
YN,ARITH,BABI,Cross,Gemma3,gemma-3-12b-pt,fewshot,500,0.9283333333333333,0.9283333333333333,0.9283333333333333,0.010000000000000009,0.927658333333333,0.93,0.9241666666666667
YN,ARITH,COMPS,Cross,Gemma3,gemma-3-12b-pt,fewshot,500,0.9175,0.9175,0.9225,0.050833333333333314,0.9182666666666667,0.9241666666666667,0.9041666666666667
YN,ARITH,EWOK,Cross,Gemma3,gemma-3-12b-pt,fewshot,500,0.925,0.9241666666666667,0.925,0.023333333333333317,0.9253666666666667,0.9283333333333333,0.9225
YN,ARITH,ARITH,Same,Gemma3,gemma-3-12b-it,fewshot,500,0.9473903874879184,0.945,0.9491666666666667,0.003333333333333327,0.9464035445083254,0.9525,0.9267399267399268
YN,ARITH,BABI,Cross,Gemma3,gemma-3-12b-it,fewshot,500,0.9441666666666667,0.9422916666666666,0.9466666666666667,0.04083333333333336,0.9438916666666662,0.9475,0.9366666666666666
YN,ARITH,COMPS,Cross,Gemma3,gemma-3-12b-it,fewshot,500,0.9208333333333333,0.910625,0.925,0.06083333333333332,0.9183749999999999,0.935,0.9
YN,ARITH,EWOK,Cross,Gemma3,gemma-3-12b-it,fewshot,500,0.9508333333333333,0.9466666666666667,0.9508333333333333,0.004166666666666652,0.9488083333333336,0.9525,0.9375
YN,ARITH,ARITH,Same,Llama3,Llama-3.1-8B,fewshot,500,0.8683105369807498,0.865,0.87,0.003333333333333327,0.8674444696912325,0.8766666666666667,0.8433048433048433
YN,ARITH,BABI,Cross,Llama3,Llama-3.1-8B,fewshot,500,0.8758333333333334,0.8683333333333333,0.8758333333333334,0.06916666666666668,0.8729083333333334,0.8758333333333334,0.8633333333333333
YN,ARITH,COMPS,Cross,Llama3,Llama-3.1-8B,fewshot,500,0.8683333333333333,0.8575,0.8691666666666666,0.10916666666666666,0.8650083333333336,0.8758333333333334,0.8516666666666667
YN,ARITH,EWOK,Cross,Llama3,Llama-3.1-8B,fewshot,500,0.8475,0.8425,0.86,0.04916666666666669,0.8503333333333332,0.86,0.8425
YN,ARITH,ARITH,Same,Llama3,Llama-3.1-8B-Instruct,fewshot,500,0.8475542269187987,0.845,0.8504802596714361,0.0041806487695749545,0.845686156754553,0.855,0.8033573141486811
YN,ARITH,BABI,Cross,Llama3,Llama-3.1-8B-Instruct,fewshot,500,0.8425,0.8408333333333333,0.8475,0.05249999999999999,0.8436583333333334,0.8508333333333333,0.8358333333333333
YN,ARITH,COMPS,Cross,Llama3,Llama-3.1-8B-Instruct,fewshot,500,0.83,0.8191666666666667,0.83,0.08166666666666667,0.82485,0.85,0.7875
YN,ARITH,EWOK,Cross,Llama3,Llama-3.1-8B-Instruct,fewshot,500,0.83,0.8191666666666667,0.83,0.08166666666666667,0.8249333333333331,0.8325,0.8066666666666666
YN,ARITH,ARITH,Same,Llama3,Llama-3.1-70B,fewshot,500,0.9804033633820868,0.9791666666666666,0.9816666666666667,0.0016666666666666774,0.9804653543756784,0.9841666666666666,0.975
YN,ARITH,BABI,Cross,Llama3,Llama-3.1-70B,fewshot,500,0.9708333333333333,0.9683333333333334,0.9766666666666667,0.019166666666666665,0.9707166666666667,0.9816666666666667,0.95
YN,ARITH,COMPS,Cross,Llama3,Llama-3.1-70B,fewshot,500,0.98,0.9791666666666666,0.9808333333333333,0.007499999999999979,0.9798583333333335,0.9816666666666667,0.9725
YN,ARITH,EWOK,Cross,Llama3,Llama-3.1-70B,fewshot,500,0.98,0.98,0.98,0.006666666666666682,0.9798750000000003,0.9816666666666667,0.9708333333333333
YN,ARITH,ARITH,Same,Llama3,Llama-3.1-70B-Instruct,fewshot,500,0.995,0.9941666666666666,0.9958333333333333,0.0016666666666666774,0.9947932906321394,0.9968304278922345,0.9916666666666667
YN,ARITH,BABI,Cross,Llama3,Llama-3.1-70B-Instruct,fewshot,500,0.995,0.9925,0.995,0.0016666666666666774,0.9936666666666667,0.9966666666666667,0.9675
