dataset,model,raw_acc,raw_tvd,raw_rsd,cc_acc,cc_tvd,cc_rsd,bc_acc,bc_tvd,bc_rsd,rb_acc,rb_tvd,rb_rsd
EWOK,gemma-3-27b-it,0.7867,0.0050,0.0064,+0.0017,+0.0417,+0.0528,+0.0050,-0.0033,-0.0043,-0.0025,-0.0042,-0.0053
EWOK,gemma-3-12b-pt,0.7433,0.0183,0.0247,-0.1008,+0.3058,+0.4799,-0.0150,+0.0267,+0.0371,-0.0017,+0.0317,+0.0428
EWOK,gemma-3-12b-it,0.7492,0.1458,0.1947,-0.0067,+0.0217,+0.0309,+0.0050,-0.0317,-0.0433,+0.0133,-0.0283,-0.0406
SNLI,Falcon3-3B-Base,0.3333,0.6667,1.4142,+0.1317,-0.3342,-0.5697,+0.1100,-0.5250,-0.9338,+0.1267,-0.5583,-1.0037
SNLI,Falcon3-3B-Instruct,0.5317,0.2142,0.3481,+0.0308,+0.0308,+0.0523,+0.0508,-0.1767,-0.2204,+0.0625,-0.1717,-0.2064
SNLI,Falcon3-10B-Base,0.6942,0.1817,0.3163,+0.0025,+0.0158,+0.0779,+0.0450,-0.0633,-0.0801,+0.0500,-0.0558,-0.0804
SNLI,Falcon3-10B-Instruct,0.8758,0.0800,0.0518,+0.0208,-0.0367,-0.0344,+0.0117,-0.0267,-0.0164,+0.0158,-0.0242,-0.0163
SNLI,Llama-3.1-8B,0.3333,0.6583,1.4142,+0.2600,-0.3475,-0.7066,+0.1425,-0.5050,-0.8091,+0.1383,-0.5125,-0.8157
SNLI,Llama-3.1-8B-Instruct,0.5808,0.2600,0.5573,+0.0383,+0.0050,+0.0964,+0.0358,-0.0525,-0.0202,+0.0383,-0.0400,-0.0105
SNLI,Llama-3.1-70B,0.6417,0.2708,0.6186,+0.0675,-0.1200,-0.2940,+0.0667,-0.1158,-0.2571,+0.0808,-0.1333,-0.2921
SNLI,Llama-3.1-70B-Instruct,0.7275,0.1567,0.2794,+0.0250,-0.0383,-0.0568,+0.0158,-0.0375,-0.0400,+0.0217,-0.0333,-0.0475
SNLI,gemma-3-27b-pt,0.6925,0.2492,0.5130,+0.0650,-0.0750,-0.1669,+0.1100,-0.1667,-0.3289,+0.1192,-0.1650,-0.3278
SNLI,gemma-3-27b-it,0.7858,0.0850,0.1548,+0.0050,-0.0008,-0.0044,+0.0092,-0.0058,-0.0117,+0.0108,-0.0058,-0.0114
SNLI,gemma-3-12b-pt,0.6117,0.3258,0.6965,+0.0525,-0.0425,-0.0998,+0.0942,-0.1375,-0.2884,+0.1025,-0.1342,-0.2896
SNLI,gemma-3-12b-it,0.6992,0.1858,0.3010,+0.0292,-0.0408,-0.0711,+0.0242,-0.0392,-0.0653,+0.0250,-0.0392,-0.0670
MNLI,Falcon3-3B-Base,0.3300,0.6600,1.4035,+0.0450,-0.1825,-0.2561,+0.0825,-0.5842,-1.0006,+0.1050,-0.6133,-1.0500
MNLI,Falcon3-3B-Instruct,0.5358,0.1192,0.0520,+0.0317,+0.0350,+0.2941,+0.0317,-0.0550,+0.2109,+0.0375,-0.0483,+0.2050
MNLI,Falcon3-10B-Base,0.7442,0.1833,0.3132,-0.0342,+0.0408,+0.1281,+0.0358,-0.0833,-0.1186,+0.0400,-0.0717,-0.1060
MNLI,Falcon3-10B-Instruct,0.8375,0.0417,0.0211,+0.0008,-0.0000,+0.0553,-0.0025,-0.0275,+0.0107,+0.0017,-0.0325,+0.0137
MNLI,Llama-3.1-8B,0.3400,0.6542,1.3728,+0.2217,-0.3283,-0.6718,+0.1917,-0.5675,-0.9980,+0.1908,-0.5667,-0.9765
MNLI,Llama-3.1-8B-Instruct,0.6250,0.2392,0.5052,+0.0008,+0.0550,+0.1316,+0.0317,-0.1058,-0.1573,+0.0408,-0.1100,-0.1732
MNLI,Llama-3.1-70B,0.6425,0.2925,0.6175,+0.0533,-0.1533,-0.2964,+0.0608,-0.1833,-0.3427,+0.0692,-0.1683,-0.3325
MNLI,Llama-3.1-70B-Instruct,0.7475,0.1842,0.3549,-0.0117,+0.0008,+0.0001,+0.0292,-0.1033,-0.1653,+0.0450,-0.1017,-0.1790
MNLI,gemma-3-27b-pt,0.6575,0.2792,0.5875,+0.0383,-0.0517,-0.1241,+0.1017,-0.2017,-0.3950,+0.1100,-0.2092,-0.4032
MNLI,gemma-3-27b-it,0.7950,0.1167,0.2129,+0.0033,-0.0067,+0.0056,+0.0042,-0.0233,-0.0343,+0.0092,-0.0233,-0.0386
MNLI,gemma-3-12b-pt,0.5883,0.3133,0.6898,+0.0225,-0.0508,-0.0807,+0.0608,-0.1675,-0.3065,+0.0717,-0.1667,-0.3041
MNLI,gemma-3-12b-it,0.7900,0.0975,0.1720,-0.0142,+0.0033,+0.0535,+0.0017,-0.0067,+0.0016,+0.0017,-0.0067,-0.0025
MMLU-HUMANITIES,Falcon3-3B-Base,0.5125,0.2242,0.2814,+0.0092,-0.0358,-0.0046,+0.0233,-0.1800,-0.1795,+0.0267,-0.1650,-0.1826
MMLU-HUMANITIES,Falcon3-3B-Instruct,0.5658,0.0825,0.0743,-0.0042,-0.0050,+0.0097,+0.0067,-0.0375,-0.0370,+0.0083,-0.0400,-0.0449
MMLU-HUMANITIES,Falcon3-10B-Base,0.6775,0.0417,0.0812,-0.0058,+0.0442,+0.0367,+0.0000,+0.0150,+0.0096,+0.0050,+0.0133,+0.0017
MMLU-HUMANITIES,Falcon3-10B-Instruct,0.6492,0.1025,0.0863,+0.0042,+0.0175,+0.1154,+0.0267,-0.0450,+0.0426,+0.0358,-0.0458,+0.0398
MMLU-HUMANITIES,Llama-3.1-8B,0.5975,0.1300,0.2392,-0.0375,+0.1158,+0.0928,+0.0192,-0.0675,-0.1117,+0.0183,-0.0717,-0.1106
MMLU-HUMANITIES,Llama-3.1-8B-Instruct,0.6550,0.0900,0.0725,-0.0625,+0.1708,+0.2828,-0.0042,+0.0067,+0.0702,+0.0008,+0.0108,+0.0628
MMLU-HUMANITIES,Llama-3.1-70B,0.7542,0.1050,0.1235,-0.0550,+0.0408,+0.0733,-0.0125,-0.0050,-0.0018,+0.0050,-0.0033,-0.0038
MMLU-HUMANITIES,Llama-3.1-70B-Instruct,0.8067,0.0308,0.0397,-0.0250,+0.0642,+0.1007,-0.0092,+0.0175,+0.0581,-0.0108,+0.0225,+0.0551
MMLU-HUMANITIES,gemma-3-27b-pt,0.7400,0.0658,0.0488,-0.0417,+0.1125,+0.1552,+0.0042,-0.0092,+0.0187,+0.0067,+0.0092,+0.0287
MMLU-HUMANITIES,gemma-3-27b-it,0.7617,0.0658,0.0931,-0.0092,+0.0300,+0.0212,+0.0025,-0.0067,-0.0152,+0.0075,-0.0017,-0.0070
MMLU-HUMANITIES,gemma-3-12b-pt,0.7042,0.1142,0.1637,-0.0633,+0.0658,+0.1809,-0.0075,-0.0250,-0.0283,+0.0083,-0.0292,-0.0380
MMLU-HUMANITIES,gemma-3-12b-it,0.7058,0.1083,0.1271,-0.0058,-0.0025,+0.0167,-0.0017,-0.0192,-0.0144,-0.0033,-0.0183,-0.0118
MMLU-OTHERS,Falcon3-3B-Base,0.4667,0.2608,0.3591,+0.0292,-0.0633,-0.0951,+0.0292,-0.2433,-0.3231,+0.0308,-0.2458,-0.3438
MMLU-OTHERS,Falcon3-3B-Instruct,0.5408,0.1158,0.1566,+0.0008,+0.0042,+0.0138,+0.0108,-0.0917,-0.1263,+0.0108,-0.0817,-0.1197
MMLU-OTHERS,Falcon3-10B-Base,0.6600,0.0758,0.0920,-0.0092,-0.0108,+0.0067,-0.0033,-0.0100,-0.0223,-0.0108,-0.0075,-0.0131
MMLU-OTHERS,Falcon3-10B-Instruct,0.6133,0.1683,0.1754,+0.0217,-0.0558,-0.0150,+0.0408,-0.1317,-0.0996,+0.0342,-0.1267,-0.0895
MMLU-OTHERS,Llama-3.1-8B,0.5792,0.1733,0.3168,-0.0025,+0.0233,-0.0577,+0.0358,-0.0825,-0.2115,+0.0358,-0.0900,-0.2200
MMLU-OTHERS,Llama-3.1-8B-Instruct,0.6742,0.0692,0.0705,-0.0292,+0.1350,+0.2001,+0.0067,-0.0100,+0.0227,+0.0008,-0.0025,+0.0332
MMLU-OTHERS,Llama-3.1-70B,0.7358,0.0683,0.0685,-0.0458,+0.1333,+0.1430,+0.0050,+0.0192,+0.0142,-0.0075,+0.0233,+0.0167
MMLU-OTHERS,Llama-3.1-70B-Instruct,0.7775,0.0342,0.0390,-0.0192,+0.0600,+0.0960,-0.0142,+0.0325,+0.0529,-0.0042,+0.0250,+0.0473
MMLU-OTHERS,gemma-3-27b-pt,0.7242,0.0550,0.0534,-0.0392,+0.1000,+0.1549,+0.0033,-0.0125,+0.0072,+0.0067,-0.0083,+0.0125
MMLU-OTHERS,gemma-3-27b-it,0.7458,0.0458,0.0486,-0.0208,+0.0417,+0.0774,-0.0025,+0.0008,-0.0051,+0.0008,+0.0008,-0.0052
MMLU-OTHERS,gemma-3-12b-pt,0.6717,0.1092,0.1534,-0.0358,+0.0642,+0.1679,+0.0300,-0.0400,-0.0609,+0.0317,-0.0383,-0.0602
MMLU-OTHERS,gemma-3-12b-it,0.7117,0.0875,0.0735,-0.0033,+0.0008,-0.0015,-0.0025,-0.0150,-0.0158,+0.0017,-0.0183,-0.0212
MMLU-SOCIAL_SCI,Falcon3-3B-Base,0.5167,0.2592,0.3342,+0.0333,-0.1025,-0.1355,+0.0292,-0.2367,-0.3015,+0.0283,-0.2433,-0.2971
MMLU-SOCIAL_SCI,Falcon3-3B-Instruct,0.6067,0.0567,0.0829,+0.0033,+0.0017,+0.0120,+0.0075,-0.0267,-0.0326,+0.0058,-0.0217,-0.0251
MMLU-SOCIAL_SCI,Falcon3-10B-Base,0.7542,0.0558,0.0858,+0.0050,-0.0008,-0.0157,+0.0017,-0.0200,-0.0312,+0.0100,-0.0133,-0.0270
MMLU-SOCIAL_SCI,Falcon3-10B-Instruct,0.7058,0.1217,0.1048,+0.0175,-0.0292,+0.0245,+0.0400,-0.0858,-0.0368,+0.0425,-0.0858,-0.0285
MMLU-SOCIAL_SCI,Llama-3.1-8B,0.6392,0.1325,0.2365,-0.0358,+0.0850,+0.0634,+0.0050,-0.0467,-0.1076,+0.0042,-0.0408,-0.1044
MMLU-SOCIAL_SCI,Llama-3.1-8B-Instruct,0.7233,0.0417,0.0617,-0.0408,+0.1608,+0.2053,+0.0042,+0.0158,+0.0401,+0.0067,+0.0125,+0.0220
MMLU-SOCIAL_SCI,Llama-3.1-70B,0.7975,0.0425,0.0557,-0.0725,+0.1325,+0.1337,-0.0067,+0.0275,+0.0162,+0.0000,+0.0258,+0.0223
MMLU-SOCIAL_SCI,Llama-3.1-70B-Instruct,0.8342,0.0200,0.0173,-0.0142,+0.0708,+0.0988,-0.0042,+0.0317,+0.0586,-0.0075,+0.0292,+0.0550
MMLU-SOCIAL_SCI,gemma-3-27b-pt,0.8075,0.0317,0.0295,-0.0450,+0.0767,+0.1206,-0.0025,+0.0125,+0.0301,-0.0033,+0.0142,+0.0237
MMLU-SOCIAL_SCI,gemma-3-27b-it,0.7900,0.0317,0.0336,-0.0017,+0.0308,+0.0543,+0.0067,+0.0067,+0.0106,+0.0067,+0.0083,+0.0058
MMLU-SOCIAL_SCI,gemma-3-12b-pt,0.7392,0.0742,0.1141,-0.0350,+0.0717,+0.1418,+0.0050,-0.0192,-0.0315,+0.0092,-0.0225,-0.0417
MMLU-SOCIAL_SCI,gemma-3-12b-it,0.7658,0.0625,0.0558,-0.0050,+0.0008,+0.0118,-0.0050,-0.0075,-0.0031,-0.0033,-0.0117,-0.0098
MMLU-STEM,Falcon3-3B-Base,0.4133,0.2725,0.4751,+0.0133,-0.0417,-0.1838,+0.0250,-0.2267,-0.4178,+0.0250,-0.2192,-0.4191
MMLU-STEM,Falcon3-3B-Instruct,0.4992,0.1317,0.2152,+0.0000,-0.0200,-0.0204,+0.0000,-0.0958,-0.1670,-0.0108,-0.0842,-0.1654
MMLU-STEM,Falcon3-10B-Base,0.6233,0.1000,0.1552,-0.0208,+0.0083,-0.0011,-0.0125,-0.0317,-0.0530,-0.0133,-0.0267,-0.0518
MMLU-STEM,Falcon3-10B-Instruct,0.5708,0.1550,0.2088,-0.0108,-0.0083,-0.0073,+0.0167,-0.1142,-0.1384,+0.0117,-0.1225,-0.1629
MMLU-STEM,Llama-3.1-8B,0.4617,0.2575,0.4090,-0.0067,+0.0325,-0.0591,+0.0183,-0.1775,-0.3106,+0.0208,-0.1808,-0.2810
MMLU-STEM,Llama-3.1-8B-Instruct,0.5342,0.1167,0.1537,-0.0383,+0.1808,+0.2460,-0.0150,-0.0358,-0.0672,-0.0008,-0.0292,-0.0413
MMLU-STEM,Llama-3.1-70B,0.6333,0.0933,0.1113,-0.0858,+0.2300,+0.2482,-0.0083,+0.0292,+0.0412,-0.0033,+0.0333,+0.0420
MMLU-STEM,Llama-3.1-70B-Instruct,0.6942,0.0742,0.0988,-0.0192,+0.0908,+0.0731,-0.0033,-0.0000,-0.0027,-0.0042,-0.0017,-0.0051
MMLU-STEM,gemma-3-27b-pt,0.6408,0.0842,0.1061,-0.0533,+0.1442,+0.1812,-0.0092,-0.0317,-0.0384,-0.0050,-0.0317,-0.0392
MMLU-STEM,gemma-3-27b-it,0.6550,0.0850,0.0847,-0.0042,+0.0158,+0.0596,+0.0000,-0.0067,-0.0012,+0.0067,-0.0108,-0.0113
MMLU-STEM,gemma-3-12b-pt,0.6033,0.1433,0.2021,-0.0533,+0.0692,+0.1407,-0.0142,-0.0500,-0.0811,-0.0242,-0.0483,-0.0722
MMLU-STEM,gemma-3-12b-it,0.6142,0.1375,0.1461,+0.0092,-0.0125,-0.0083,-0.0017,-0.0483,-0.0697,+0.0017,-0.0433,-0.0636
