dataset,model,raw_acc,raw_tvd,raw_rsd,cc_acc,cc_tvd,cc_rsd,bc_acc,bc_tvd,bc_rsd,rb_acc,rb_tvd,rb_rsd
BABI,gemma-3-27b-pt,0.9217,0.0300,0.0325,+0.0042,+0.0125,+0.0134,-0.0142,+0.0008,+0.0014,+0.0000,+0.0000,+0.0000
BABI,gemma-3-27b-it,0.9192,0.0758,0.0825,+0.0017,-0.0083,-0.0092,+0.0017,-0.0067,-0.0074,+0.0017,-0.0083,-0.0092
BABI,gemma-3-12b-pt,0.9283,0.0517,0.0557,-0.0017,-0.0033,-0.0035,-0.0150,-0.0350,-0.0374,+0.0008,-0.0225,-0.0243
BABI,gemma-3-12b-it,0.9050,0.0850,0.0939,+0.0092,-0.0108,-0.0128,+0.0067,-0.0100,-0.0117,+0.0108,-0.0142,-0.0166
COMPS,Falcon3-3B-Base,0.8158,0.0408,0.0501,+0.0000,+0.0000,+0.0000,+0.0042,-0.0008,-0.0013,+0.0133,-0.0033,-0.0048
COMPS,Falcon3-3B-Instruct,0.8075,0.0275,0.0341,-0.0983,+0.2033,+0.2914,-0.0092,-0.0042,-0.0048,+0.0008,-0.0125,-0.0155
COMPS,Falcon3-10B-Base,0.8775,0.0208,0.0237,-0.0133,+0.0533,+0.0621,-0.0017,-0.0017,-0.0019,-0.0033,-0.0050,-0.0056
COMPS,Falcon3-10B-Instruct,0.8450,0.0167,0.0197,-0.0133,+0.0633,+0.0765,-0.0008,+0.0125,+0.0148,-0.0025,+0.0108,+0.0129
COMPS,Llama-3.1-8B,0.7850,0.1950,0.2484,+0.0658,-0.1008,-0.1377,+0.0642,-0.1725,-0.2219,+0.0767,-0.1733,-0.2233
COMPS,Llama-3.1-8B-Instruct,0.8575,0.0425,0.0496,-0.0042,-0.0142,-0.0164,-0.0092,-0.0142,-0.0162,+0.0000,-0.0167,-0.0194
COMPS,Llama-3.1-70B,0.9050,0.0133,0.0147,+0.0033,-0.0083,-0.0092,-0.0042,+0.0008,+0.0010,+0.0000,+0.0000,+0.0000
COMPS,Llama-3.1-70B-Instruct,0.8892,0.0108,0.0122,-0.0025,+0.0308,+0.0348,-0.0117,+0.0150,+0.0173,+0.0008,+0.0142,+0.0159
COMPS,gemma-3-27b-pt,0.8783,0.0500,0.0569,+0.0000,+0.0000,+0.0000,+0.0142,-0.0458,-0.0523,+0.0233,-0.0383,-0.0440
COMPS,gemma-3-27b-it,0.8675,0.1008,0.1162,-0.0075,+0.0125,+0.0155,+0.0158,-0.0475,-0.0559,+0.0192,-0.0458,-0.0542
COMPS,gemma-3-12b-pt,0.8967,0.0067,0.0074,-0.0050,+0.0000,+0.0000,-0.0083,-0.0033,-0.0037,+0.0025,+0.0108,+0.0120
COMPS,gemma-3-12b-it,0.8850,0.0367,0.0414,-0.0092,+0.0192,+0.0223,+0.0008,-0.0025,-0.0029,+0.0000,+0.0000,+0.0000
EWOK,Falcon3-3B-Base,0.6717,0.1267,0.1886,+0.0000,+0.0000,+0.0000,+0.0033,-0.0983,-0.1466,+0.0125,-0.0742,-0.1118
EWOK,Falcon3-3B-Instruct,0.7042,0.0492,0.0698,-0.0058,+0.0308,+0.0447,-0.0017,-0.0450,-0.0639,+0.0042,-0.0408,-0.0581
EWOK,Falcon3-10B-Base,0.7758,0.1158,0.1493,+0.0067,-0.0850,-0.1099,-0.0075,-0.1058,-0.1363,+0.0017,-0.1050,-0.1354
EWOK,Falcon3-10B-Instruct,0.7917,0.0283,0.0358,+0.0075,-0.0008,-0.0014,-0.0008,-0.0275,-0.0347,+0.0058,-0.0208,-0.0264
EWOK,Llama-3.1-8B,0.6750,0.2967,0.4395,+0.0467,-0.2750,-0.4095,+0.0308,-0.1942,-0.2943,+0.0375,-0.1808,-0.2769
EWOK,Llama-3.1-8B-Instruct,0.7542,0.1275,0.1691,-0.0017,-0.1117,-0.1480,-0.0258,-0.0258,-0.0295,-0.0242,-0.0225,-0.0252
EWOK,Llama-3.1-70B,0.8642,0.0525,0.0608,-0.0033,+0.0283,+0.0331,+0.0033,-0.0500,-0.0579,+0.0167,-0.0517,-0.0598
EWOK,Llama-3.1-70B-Instruct,0.8767,0.0483,0.0551,+0.0017,-0.0083,-0.0096,-0.0033,-0.0433,-0.0494,-0.0008,-0.0458,-0.0523
EWOK,gemma-3-27b-pt,0.7908,0.0125,0.0158,-0.0033,+0.0217,+0.0276,-0.0217,+0.0133,+0.0178,-0.0075,+0.0275,+0.0353
EWOK,gemma-3-27b-it,0.8083,0.0617,0.0763,+0.0000,-0.0117,-0.0144,+0.0008,-0.0225,-0.0279,+0.0025,-0.0158,-0.0198
EWOK,gemma-3-12b-pt,0.7908,0.0825,0.1043,+0.0008,-0.0508,-0.0643,-0.0083,-0.0800,-0.1011,-0.0058,-0.0708,-0.0895
EWOK,gemma-3-12b-it,0.7808,0.0675,0.0864,-0.0008,-0.0175,-0.0223,-0.0025,-0.0208,-0.0265,-0.0025,-0.0242,-0.0308
SNLI,Falcon3-3B-Base,0.5550,0.3458,0.5460,+0.0608,-0.0350,+0.1430,+0.0925,-0.1000,-0.0109,+0.1008,-0.0925,-0.0005
SNLI,Falcon3-3B-Instruct,0.8183,0.0133,0.0715,-0.0008,-0.0033,-0.0012,-0.0250,+0.1042,+0.1531,-0.0250,+0.1200,+0.1732
SNLI,Falcon3-10B-Base,0.7342,0.2133,0.3094,+0.0483,-0.1358,-0.1138,+0.0525,-0.1450,-0.1715,+0.0642,-0.1400,-0.1815
SNLI,Falcon3-10B-Instruct,0.8675,0.1000,0.0861,+0.0375,-0.0833,-0.0801,+0.0283,-0.0517,-0.0576,+0.0258,-0.0458,-0.0505
SNLI,Llama-3.1-8B,0.4925,0.3333,0.7297,+0.1092,-0.0300,-0.0222,+0.0367,-0.1433,-0.1766,+0.0308,-0.1425,-0.1485
SNLI,Llama-3.1-8B-Instruct,0.5317,0.3067,0.6358,-0.0008,-0.0792,-0.0404,+0.0092,-0.0742,-0.0889,+0.0108,-0.0683,-0.0800
SNLI,Llama-3.1-70B,0.6567,0.2583,0.4652,+0.0783,-0.1375,-0.2495,+0.0567,-0.1275,-0.2202,+0.0567,-0.1233,-0.2137
SNLI,Llama-3.1-70B-Instruct,0.8275,0.0842,0.0868,-0.0550,+0.0742,+0.2208,-0.0300,+0.0192,+0.0852,-0.0267,+0.0242,+0.0861
SNLI,gemma-3-27b-pt,0.4192,0.5733,0.9881,+0.1975,-0.3075,-0.5103,+0.2325,-0.4967,-0.7345,+0.2317,-0.4983,-0.7520
SNLI,gemma-3-27b-it,0.6667,0.3117,0.4763,+0.1175,-0.1858,-0.2848,+0.0975,-0.1475,-0.2318,+0.0883,-0.1317,-0.2136
SNLI,gemma-3-12b-pt,0.7525,0.1025,0.0975,-0.0067,-0.0692,+0.0153,-0.0442,+0.0375,+0.2329,-0.0192,+0.0267,+0.1980
SNLI,gemma-3-12b-it,0.7533,0.1842,0.2644,+0.0225,-0.1108,-0.0781,+0.0308,-0.0567,-0.0846,+0.0283,-0.0475,-0.0729
MNLI,Falcon3-3B-Base,0.6108,0.3025,0.3230,-0.0275,+0.0267,+0.3812,+0.0192,-0.1183,+0.0812,+0.0300,-0.0975,+0.1226
MNLI,Falcon3-3B-Instruct,0.7425,0.0892,0.1997,+0.0025,+0.0025,+0.0011,-0.0317,+0.0475,+0.0930,-0.0108,+0.0467,+0.0753
MNLI,Falcon3-10B-Base,0.7975,0.0850,0.0773,-0.0950,+0.1767,+0.4337,-0.0017,+0.0192,+0.1155,+0.0108,+0.0200,+0.0999
MNLI,Falcon3-10B-Instruct,0.8425,0.0542,0.0256,-0.0117,+0.0267,+0.1155,+0.0058,-0.0308,+0.0101,+0.0050,-0.0300,+0.0195
MNLI,Llama-3.1-8B,0.4917,0.3317,0.7095,+0.0950,+0.0008,+0.0105,+0.0967,-0.1358,-0.2846,+0.0958,-0.1383,-0.2746
MNLI,Llama-3.1-8B-Instruct,0.6233,0.1992,0.2754,+0.0092,+0.0033,+0.1991,+0.0258,-0.0575,-0.0139,+0.0233,-0.0592,-0.0060
MNLI,Llama-3.1-70B,0.7150,0.1633,0.2149,+0.0317,-0.0000,+0.1190,+0.0475,-0.0317,-0.0003,+0.0483,-0.0267,+0.0133
MNLI,Llama-3.1-70B-Instruct,0.8292,0.0317,0.0848,-0.1325,+0.2325,+0.4234,-0.0333,+0.0558,+0.0900,-0.0258,+0.0658,+0.0997
MNLI,gemma-3-27b-pt,0.5150,0.4667,0.6552,+0.2092,-0.3800,-0.4746,+0.2000,-0.3908,-0.5141,+0.2025,-0.3792,-0.5162
MNLI,gemma-3-27b-it,0.7692,0.1883,0.1611,+0.0208,-0.0367,+0.1120,+0.0308,-0.0675,-0.0739,+0.0408,-0.0675,-0.0700
MNLI,gemma-3-12b-pt,0.7017,0.0750,0.1941,-0.1000,+0.1633,+0.2809,-0.0325,+0.0617,+0.1702,-0.0200,+0.0683,+0.1723
MNLI,gemma-3-12b-it,0.8042,0.0675,0.0191,-0.1408,+0.2192,+0.5648,+0.0008,-0.0275,-0.0024,+0.0042,-0.0242,-0.0063
MMLU-HUMANITIES,Falcon3-3B-Base,0.5692,0.0900,0.1455,-0.0058,-0.0067,-0.0146,+0.0050,-0.0375,-0.0574,+0.0025,-0.0358,-0.0411
MMLU-HUMANITIES,Falcon3-3B-Instruct,0.5783,0.0367,0.0259,+0.0050,-0.0033,+0.0143,+0.0000,-0.0042,-0.0127,+0.0000,-0.0050,-0.0075
MMLU-HUMANITIES,Falcon3-10B-Base,0.7225,0.0333,0.0381,-0.0033,+0.0242,+0.0423,+0.0042,+0.0142,+0.0327,+0.0050,+0.0175,+0.0344
MMLU-HUMANITIES,Falcon3-10B-Instruct,0.7225,0.0283,0.0572,-0.0042,-0.0125,-0.0175,-0.0050,-0.0100,-0.0048,-0.0042,-0.0125,-0.0057
MMLU-HUMANITIES,Llama-3.1-8B,0.6458,0.0808,0.0933,-0.1308,+0.3517,+0.4237,+0.0000,+0.0175,+0.0379,-0.0017,+0.0242,+0.0415
MMLU-HUMANITIES,Llama-3.1-8B-Instruct,0.6875,0.0267,0.0593,-0.0033,+0.0817,+0.0922,+0.0042,-0.0117,+0.0048,+0.0042,-0.0142,-0.0074
MMLU-HUMANITIES,Llama-3.1-70B,0.7558,0.0550,0.0671,-0.0275,+0.0925,+0.0803,-0.0058,-0.0058,-0.0129,-0.0017,+0.0075,+0.0049
MMLU-HUMANITIES,Llama-3.1-70B-Instruct,0.8150,0.0392,0.0437,-0.0025,-0.0183,-0.0041,-0.0042,-0.0083,+0.0063,-0.0100,-0.0058,+0.0047
MMLU-HUMANITIES,gemma-3-27b-pt,0.7600,0.0317,0.0259,-0.0233,+0.0792,+0.0643,+0.0083,-0.0100,+0.0183,+0.0075,-0.0025,+0.0232
MMLU-HUMANITIES,gemma-3-27b-it,0.7617,0.0308,0.0462,-0.0042,+0.0142,+0.0054,+0.0008,-0.0108,-0.0138,+0.0017,-0.0067,-0.0087
MMLU-HUMANITIES,gemma-3-12b-pt,0.7375,0.0492,0.0586,-0.0583,+0.1792,+0.1748,+0.0083,-0.0133,-0.0063,+0.0067,-0.0200,-0.0096
MMLU-HUMANITIES,gemma-3-12b-it,0.7342,0.0608,0.0829,-0.0058,+0.0133,+0.0098,+0.0008,-0.0000,-0.0094,+0.0025,-0.0000,-0.0075
MMLU-OTHERS,Falcon3-3B-Base,0.5425,0.0917,0.0981,+0.0142,-0.0325,-0.0032,+0.0192,-0.0692,-0.0810,+0.0083,-0.0708,-0.0689
MMLU-OTHERS,Falcon3-3B-Instruct,0.5542,0.0325,0.0349,-0.0033,+0.0033,-0.0151,+0.0008,+0.0025,+0.0212,+0.0017,+0.0050,+0.0169
MMLU-OTHERS,Falcon3-10B-Base,0.6883,0.0492,0.0730,+0.0008,+0.0350,+0.0397,+0.0008,-0.0192,-0.0572,-0.0033,-0.0125,-0.0445
MMLU-OTHERS,Falcon3-10B-Instruct,0.6792,0.0200,0.0456,+0.0075,+0.0317,+0.0531,+0.0092,+0.0000,+0.0069,+0.0017,-0.0058,-0.0035
MMLU-OTHERS,Llama-3.1-8B,0.6475,0.0942,0.0930,-0.1092,+0.3017,+0.3875,+0.0083,+0.0033,-0.0053,-0.0025,+0.0033,+0.0038
MMLU-OTHERS,Llama-3.1-8B-Instruct,0.6783,0.0275,0.0343,-0.0067,+0.0850,+0.1207,+0.0117,-0.0117,+0.0232,+0.0050,-0.0008,+0.0261
MMLU-OTHERS,Llama-3.1-70B,0.7692,0.0267,0.0457,-0.0333,+0.1075,+0.1141,-0.0083,+0.0225,-0.0073,-0.0142,+0.0317,+0.0070
MMLU-OTHERS,Llama-3.1-70B-Instruct,0.7825,0.0392,0.0329,-0.0033,+0.0133,+0.0405,+0.0042,-0.0033,-0.0073,-0.0050,-0.0042,+0.0005
MMLU-OTHERS,gemma-3-27b-pt,0.7567,0.0533,0.0553,-0.0292,+0.1100,+0.1161,+0.0092,-0.0417,-0.0362,+0.0075,-0.0383,-0.0449
MMLU-OTHERS,gemma-3-27b-it,0.7458,0.0142,0.0185,+0.0017,+0.0117,+0.0116,+0.0033,-0.0075,+0.0034,+0.0033,-0.0042,+0.0022
MMLU-OTHERS,gemma-3-12b-pt,0.7425,0.0333,0.0487,-0.0808,+0.2283,+0.2036,+0.0058,-0.0217,-0.0325,+0.0008,-0.0275,-0.0198
MMLU-OTHERS,gemma-3-12b-it,0.7275,0.0325,0.0239,+0.0000,-0.0017,+0.0098,-0.0008,-0.0058,-0.0070,+0.0025,-0.0075,-0.0091
MMLU-SOCIAL_SCI,Falcon3-3B-Base,0.5817,0.1158,0.1572,+0.0183,-0.0775,-0.0935,+0.0083,-0.0908,-0.1231,+0.0100,-0.0942,-0.1238
MMLU-SOCIAL_SCI,Falcon3-3B-Instruct,0.6208,0.0217,0.0408,-0.0025,-0.0017,-0.0154,+0.0017,-0.0050,+0.0073,+0.0000,-0.0000,+0.0032
MMLU-SOCIAL_SCI,Falcon3-10B-Base,0.7742,0.0250,0.0250,-0.0083,+0.0400,+0.0536,-0.0108,+0.0108,+0.0142,+0.0017,+0.0108,+0.0115
MMLU-SOCIAL_SCI,Falcon3-10B-Instruct,0.7867,0.0200,0.0196,-0.0033,+0.0083,+0.0181,-0.0042,-0.0067,+0.0026,-0.0058,-0.0042,+0.0072
MMLU-SOCIAL_SCI,Llama-3.1-8B,0.7100,0.0200,0.0100,-0.1617,+0.3733,+0.4507,-0.0225,+0.0600,+0.0593,-0.0158,+0.0550,+0.0619
MMLU-SOCIAL_SCI,Llama-3.1-8B-Instruct,0.7317,0.0200,0.0458,-0.0192,+0.1083,+0.1159,-0.0017,+0.0050,+0.0079,+0.0025,+0.0058,+0.0099
MMLU-SOCIAL_SCI,Llama-3.1-70B,0.8042,0.0208,0.0226,-0.0450,+0.1083,+0.1194,-0.0100,+0.0050,+0.0035,+0.0008,+0.0042,+0.0025
MMLU-SOCIAL_SCI,Llama-3.1-70B-Instruct,0.8292,0.0342,0.0316,+0.0075,+0.0167,+0.0284,+0.0042,-0.0267,-0.0287,+0.0100,-0.0242,-0.0202
MMLU-SOCIAL_SCI,gemma-3-27b-pt,0.8133,0.0583,0.0800,-0.0267,+0.0825,+0.0606,+0.0083,-0.0342,-0.0363,+0.0117,-0.0425,-0.0459
MMLU-SOCIAL_SCI,gemma-3-27b-it,0.8025,0.0117,0.0252,-0.0008,+0.0233,+0.0242,-0.0025,+0.0000,+0.0039,-0.0042,-0.0008,+0.0035
MMLU-SOCIAL_SCI,gemma-3-12b-pt,0.7883,0.0217,0.0278,-0.0808,+0.2008,+0.1697,+0.0000,-0.0075,-0.0010,+0.0017,-0.0042,+0.0045
MMLU-SOCIAL_SCI,gemma-3-12b-it,0.7867,0.0150,0.0275,+0.0042,+0.0092,+0.0215,+0.0025,-0.0050,+0.0026,-0.0008,-0.0025,+0.0012
MMLU-STEM,Falcon3-3B-Base,0.4917,0.1425,0.2246,+0.0017,-0.0575,-0.1129,+0.0058,-0.0867,-0.1684,+0.0008,-0.0700,-0.1340
MMLU-STEM,Falcon3-3B-Instruct,0.5000,0.0383,0.0283,+0.0025,+0.0125,+0.0289,+0.0008,-0.0133,+0.0165,-0.0017,-0.0108,+0.0026
MMLU-STEM,Falcon3-10B-Base,0.6408,0.0792,0.0854,-0.0017,-0.0158,-0.0048,+0.0008,-0.0200,-0.0097,+0.0175,-0.0200,-0.0116
MMLU-STEM,Falcon3-10B-Instruct,0.6567,0.0450,0.0501,+0.0000,+0.0325,+0.0337,+0.0008,-0.0233,-0.0262,+0.0075,-0.0175,-0.0199
MMLU-STEM,Llama-3.1-8B,0.5133,0.1475,0.2124,-0.1033,+0.3642,+0.5194,-0.0025,-0.0325,-0.0694,+0.0042,-0.0325,-0.0645
MMLU-STEM,Llama-3.1-8B-Instruct,0.5525,0.0767,0.0801,-0.0133,+0.1092,+0.1776,+0.0083,-0.0333,-0.0162,-0.0025,-0.0408,-0.0187
MMLU-STEM,Llama-3.1-70B,0.6408,0.0458,0.0431,-0.0300,+0.1675,+0.2318,-0.0083,+0.0367,+0.0333,-0.0008,+0.0350,+0.0438
MMLU-STEM,Llama-3.1-70B-Instruct,0.7117,0.0808,0.0912,-0.0150,-0.0033,-0.0137,-0.0142,-0.0367,-0.0369,-0.0075,-0.0233,-0.0203
MMLU-STEM,gemma-3-27b-pt,0.6717,0.0833,0.0997,-0.0317,+0.1592,+0.1631,+0.0100,-0.0617,-0.0833,+0.0100,-0.0717,-0.0809
MMLU-STEM,gemma-3-27b-it,0.6767,0.0333,0.0450,+0.0042,-0.0067,-0.0127,+0.0017,-0.0150,-0.0218,+0.0017,-0.0108,-0.0171
MMLU-STEM,gemma-3-12b-pt,0.6342,0.0833,0.0972,-0.0983,+0.3008,+0.3347,-0.0017,-0.0658,-0.0864,-0.0042,-0.0567,-0.0827
MMLU-STEM,gemma-3-12b-it,0.6350,0.0758,0.1100,-0.0083,-0.0575,-0.0753,-0.0025,-0.0225,-0.0202,-0.0058,-0.0183,-0.0154
