dataset,model,raw_acc,raw_tvd,raw_rsd,cc_acc,cc_tvd,cc_rsd,bc_acc,bc_tvd,bc_rsd,rb_acc,rb_tvd,rb_rsd
COMPS,Falcon3-3B-Base,0.6275,0.3175,0.5060,-0.1275,+0.1825,+0.4940,+0.0450,-0.3117,-0.4973,+0.0467,-0.2950,-0.4726
COMPS,Falcon3-3B-Instruct,0.6950,0.0733,0.1055,-0.1508,+0.3692,+0.7077,+0.0125,-0.0642,-0.0926,+0.0075,-0.0375,-0.0545
COMPS,Falcon3-10B-Base,0.7533,0.1600,0.2124,-0.2533,+0.3400,+0.7876,+0.0283,-0.1517,-0.2017,+0.0192,-0.1508,-0.2005
COMPS,Falcon3-10B-Instruct,0.7583,0.1550,0.2044,-0.2508,+0.3358,+0.7628,+0.0275,-0.1525,-0.2012,+0.0325,-0.1475,-0.1949
COMPS,Llama-3.1-8B,0.6517,0.1850,0.2839,-0.1417,+0.3033,+0.6736,-0.0425,-0.1742,-0.2661,-0.0433,-0.1800,-0.2757
COMPS,Llama-3.1-8B-Instruct,0.7017,0.0550,0.0784,-0.0083,+0.1300,+0.1884,-0.0100,-0.0400,-0.0567,-0.0125,-0.0508,-0.0723
COMPS,Llama-3.1-70B,0.7050,0.1050,0.1489,-0.0950,+0.2633,+0.4549,-0.0050,-0.0917,-0.1299,-0.0025,-0.0875,-0.1240
COMPS,Llama-3.1-70B-Instruct,0.7775,0.0342,0.0439,-0.1192,+0.2825,+0.4371,-0.0075,-0.0325,-0.0418,-0.0083,-0.0217,-0.0277
COMPS,gemma-3-27b-pt,0.6317,0.3300,0.5224,-0.0508,+0.0725,+0.1705,+0.0400,-0.3217,-0.5100,+0.0325,-0.3142,-0.4986
COMPS,gemma-3-27b-it,0.7650,0.1467,0.1917,-0.0150,+0.0317,+0.0461,+0.0225,-0.1342,-0.1758,+0.0192,-0.1125,-0.1482
COMPS,gemma-3-12b-pt,0.6642,0.2175,0.3275,-0.0975,+0.2058,+0.4196,-0.0342,-0.2125,-0.3195,-0.0408,-0.2025,-0.3034
COMPS,gemma-3-12b-it,0.6908,0.2358,0.3414,-0.0683,+0.1100,+0.2142,+0.0492,-0.2175,-0.3166,+0.0475,-0.2292,-0.3323
EWOK,Falcon3-3B-Base,0.5600,0.3383,0.6042,-0.0600,+0.1617,+0.3958,+0.0258,-0.3325,-0.5942,+0.0317,-0.3150,-0.5647
EWOK,Falcon3-3B-Instruct,0.6167,0.1683,0.2730,-0.0708,+0.2558,+0.5041,+0.0075,-0.1625,-0.2636,+0.0075,-0.1508,-0.2449
EWOK,Falcon3-10B-Base,0.6342,0.2008,0.3167,-0.1342,+0.2992,+0.6833,+0.0375,-0.1692,-0.2695,+0.0383,-0.1917,-0.3031
EWOK,Falcon3-10B-Instruct,0.6892,0.1758,0.2551,-0.1717,+0.3067,+0.6772,+0.0358,-0.1342,-0.1977,+0.0400,-0.1550,-0.2266
EWOK,Llama-3.1-8B,0.5692,0.1942,0.3411,-0.0608,+0.2808,+0.5933,-0.0008,-0.1792,-0.3147,+0.0017,-0.1650,-0.2900
EWOK,Llama-3.1-8B-Instruct,0.5992,0.1875,0.3129,+0.0433,-0.1050,-0.1845,+0.0350,-0.1467,-0.2485,+0.0500,-0.1733,-0.2911
EWOK,Llama-3.1-70B,0.6475,0.1508,0.2329,-0.0692,+0.1875,+0.3521,+0.0100,-0.1150,-0.1784,+0.0142,-0.1075,-0.1675
EWOK,Llama-3.1-70B-Instruct,0.6642,0.2408,0.3626,+0.0142,-0.0075,-0.0186,+0.0317,-0.2167,-0.3279,+0.0308,-0.1942,-0.2955
EWOK,gemma-3-27b-pt,0.5800,0.0300,0.0517,-0.0317,+0.2067,+0.3799,+0.0025,-0.0225,-0.0388,-0.0017,-0.0200,-0.0344
EWOK,gemma-3-27b-it,0.7392,0.0958,0.1297,-0.0025,-0.0375,-0.0505,+0.0025,-0.0442,-0.0600,-0.0017,-0.0400,-0.0539
EWOK,gemma-3-12b-pt,0.5867,0.2700,0.4602,-0.0333,-0.0017,+0.0247,-0.0050,-0.2667,-0.4545,+0.0042,-0.2558,-0.4362
EWOK,gemma-3-12b-it,0.6700,0.2267,0.3383,+0.0075,-0.1942,-0.2903,+0.0050,-0.2100,-0.3136,+0.0092,-0.1992,-0.2978
SNLI,Falcon3-3B-Base,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNLI,Falcon3-3B-Instruct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNLI,Falcon3-10B-Base,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNLI,Falcon3-10B-Instruct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNLI,Llama-3.1-8B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNLI,Llama-3.1-8B-Instruct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNLI,Llama-3.1-70B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNLI,Llama-3.1-70B-Instruct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNLI,gemma-3-27b-pt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNLI,gemma-3-27b-it,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNLI,gemma-3-12b-pt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNLI,gemma-3-12b-it,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNLI,Falcon3-3B-Base,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNLI,Falcon3-3B-Instruct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNLI,Falcon3-10B-Base,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNLI,Falcon3-10B-Instruct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNLI,Llama-3.1-8B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNLI,Llama-3.1-8B-Instruct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNLI,Llama-3.1-70B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNLI,Llama-3.1-70B-Instruct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNLI,gemma-3-27b-pt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNLI,gemma-3-27b-it,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNLI,gemma-3-12b-pt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNLI,gemma-3-12b-it,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MMLU-HUMANITIES,Falcon3-3B-Base,0.5025,0.2617,0.3643,-0.0092,+0.0200,+0.0047,+0.0150,-0.2025,-0.2392,+0.0325,-0.1900,-0.2298
MMLU-HUMANITIES,Falcon3-3B-Instruct,0.5725,0.0192,0.0475,-0.0258,+0.1083,+0.1966,+0.0050,+0.0150,+0.0063,-0.0017,+0.0208,+0.0158
MMLU-HUMANITIES,Falcon3-10B-Base,0.5158,0.3308,0.4255,+0.0258,-0.1892,-0.2026,+0.0550,-0.2850,-0.3440,+0.0600,-0.2700,-0.3293
MMLU-HUMANITIES,Falcon3-10B-Instruct,0.2800,0.6867,1.3961,+0.0900,-0.1683,-0.6047,+0.2183,-0.6542,-1.2982,+0.2092,-0.6275,-1.2722
MMLU-HUMANITIES,Llama-3.1-8B,0.5192,0.2608,0.4410,-0.0092,-0.0683,-0.0589,+0.0300,-0.1583,-0.2082,+0.0342,-0.1442,-0.1944
MMLU-HUMANITIES,Llama-3.1-8B-Instruct,0.6650,0.0842,0.0840,-0.0625,+0.0967,+0.2762,+0.0017,-0.0033,+0.0492,+0.0025,+0.0033,+0.0617
MMLU-HUMANITIES,Llama-3.1-70B,0.6975,0.1267,0.2071,+0.0067,+0.0275,+0.0008,+0.0217,-0.0308,-0.0689,+0.0250,-0.0167,-0.0598
MMLU-HUMANITIES,Llama-3.1-70B-Instruct,0.7725,0.0958,0.0640,+0.0200,-0.0792,-0.0160,+0.0133,-0.0292,+0.0530,+0.0067,-0.0208,+0.0667
MMLU-HUMANITIES,gemma-3-27b-pt,0.7258,0.0608,0.0397,-0.1117,+0.2275,+0.4034,+0.0083,-0.0033,-0.0060,+0.0150,+0.0033,+0.0098
MMLU-HUMANITIES,gemma-3-27b-it,0.7408,0.0608,0.0773,+0.0058,+0.0158,+0.0309,+0.0125,+0.0275,+0.0507,+0.0042,+0.0392,+0.0557
MMLU-HUMANITIES,gemma-3-12b-pt,0.7150,0.0875,0.1274,-0.0800,+0.1142,+0.2802,-0.0008,-0.0092,+0.0057,+0.0067,+0.0042,+0.0117
MMLU-HUMANITIES,gemma-3-12b-it,0.7300,0.0775,0.0921,-0.0233,+0.0358,+0.1017,-0.0050,+0.0017,+0.0172,-0.0017,+0.0100,+0.0268
MMLU-OTHERS,Falcon3-3B-Base,0.4467,0.2650,0.3997,+0.0150,+0.0025,-0.0486,+0.0217,-0.2342,-0.3277,+0.0325,-0.2358,-0.3366
MMLU-OTHERS,Falcon3-3B-Instruct,0.5383,0.0567,0.1044,-0.0175,+0.1317,+0.1746,+0.0008,-0.0092,-0.0554,-0.0017,+0.0008,-0.0497
MMLU-OTHERS,Falcon3-10B-Base,0.5458,0.2350,0.3429,-0.0183,-0.0183,-0.0238,+0.0325,-0.1950,-0.2703,+0.0342,-0.1967,-0.2729
MMLU-OTHERS,Falcon3-10B-Instruct,0.3000,0.6467,1.2705,+0.0783,-0.2283,-0.5976,+0.1475,-0.6367,-1.1786,+0.1550,-0.6325,-1.1558
MMLU-OTHERS,Llama-3.1-8B,0.4942,0.2842,0.4306,+0.0258,-0.1408,-0.2119,+0.0450,-0.1950,-0.2750,+0.0433,-0.1875,-0.2584
MMLU-OTHERS,Llama-3.1-8B-Instruct,0.6650,0.0200,0.0302,-0.0308,+0.1375,+0.2474,-0.0008,+0.0592,+0.0950,-0.0033,+0.0642,+0.1064
MMLU-OTHERS,Llama-3.1-70B,0.6867,0.1258,0.1986,+0.0083,+0.0108,-0.0303,+0.0250,-0.0367,-0.0831,+0.0192,-0.0275,-0.0741
MMLU-OTHERS,Llama-3.1-70B-Instruct,0.7592,0.0608,0.0595,-0.0042,+0.0083,+0.0488,-0.0033,+0.0133,+0.0523,-0.0050,+0.0108,+0.0598
MMLU-OTHERS,gemma-3-27b-pt,0.7208,0.0683,0.0759,-0.0642,+0.1600,+0.2452,+0.0125,-0.0267,-0.0104,-0.0008,-0.0292,-0.0127
MMLU-OTHERS,gemma-3-27b-it,0.7292,0.0400,0.0343,+0.0058,+0.0250,+0.0646,+0.0042,+0.0367,+0.0824,-0.0025,+0.0333,+0.0836
MMLU-OTHERS,gemma-3-12b-pt,0.7033,0.0600,0.0671,-0.0642,+0.1108,+0.2515,+0.0000,-0.0075,+0.0037,+0.0000,+0.0033,+0.0089
MMLU-OTHERS,gemma-3-12b-it,0.7283,0.0600,0.0532,-0.0108,+0.0292,+0.0606,+0.0008,+0.0083,+0.0178,+0.0050,+0.0142,+0.0247
MMLU-SOCIAL_SCI,Falcon3-3B-Base,0.4783,0.2583,0.3523,+0.0192,-0.0183,-0.0601,+0.0442,-0.2183,-0.2607,+0.0458,-0.2217,-0.2630
MMLU-SOCIAL_SCI,Falcon3-3B-Instruct,0.5958,0.0250,0.0320,-0.0067,+0.0883,+0.1512,+0.0042,+0.0017,+0.0119,+0.0025,-0.0025,+0.0001
MMLU-SOCIAL_SCI,Falcon3-10B-Base,0.6033,0.2217,0.2671,+0.0183,-0.0750,-0.0462,+0.0425,-0.1883,-0.2011,+0.0542,-0.1908,-0.2234
MMLU-SOCIAL_SCI,Falcon3-10B-Instruct,0.2975,0.6808,1.3355,+0.0750,-0.1458,-0.4737,+0.1758,-0.6575,-1.2535,+0.1725,-0.6408,-1.2727
MMLU-SOCIAL_SCI,Llama-3.1-8B,0.5342,0.2467,0.4108,-0.0083,-0.0742,-0.0799,+0.0342,-0.1683,-0.2253,+0.0333,-0.1375,-0.1821
MMLU-SOCIAL_SCI,Llama-3.1-8B-Instruct,0.6825,0.0550,0.0568,-0.0442,+0.1092,+0.2345,+0.0125,+0.0125,+0.0472,+0.0092,+0.0133,+0.0482
MMLU-SOCIAL_SCI,Llama-3.1-70B,0.7342,0.1525,0.2272,+0.0075,-0.0325,-0.0611,+0.0142,-0.0642,-0.0886,+0.0208,-0.0650,-0.0918
MMLU-SOCIAL_SCI,Llama-3.1-70B-Instruct,0.8042,0.0667,0.0614,+0.0150,-0.0292,-0.0141,+0.0108,-0.0025,+0.0379,+0.0100,-0.0050,+0.0368
MMLU-SOCIAL_SCI,gemma-3-27b-pt,0.7808,0.0575,0.0606,-0.0817,+0.1625,+0.2683,+0.0083,-0.0325,-0.0087,+0.0092,-0.0383,-0.0241
MMLU-SOCIAL_SCI,gemma-3-27b-it,0.7942,0.0300,0.0213,+0.0142,+0.0067,+0.0248,+0.0092,+0.0125,+0.0327,+0.0100,+0.0108,+0.0290
MMLU-SOCIAL_SCI,gemma-3-12b-pt,0.7617,0.0342,0.0576,-0.0600,+0.1192,+0.2226,-0.0083,+0.0108,+0.0138,-0.0017,+0.0067,+0.0100
MMLU-SOCIAL_SCI,gemma-3-12b-it,0.7850,0.0317,0.0330,-0.0200,+0.0458,+0.0798,-0.0050,+0.0142,+0.0301,-0.0050,+0.0142,+0.0304
MMLU-STEM,Falcon3-3B-Base,0.4067,0.2267,0.4031,-0.0158,+0.1442,+0.1662,+0.0175,-0.1750,-0.3039,+0.0083,-0.1567,-0.2505
MMLU-STEM,Falcon3-3B-Instruct,0.4867,0.0258,0.0414,-0.0200,+0.1575,+0.2224,+0.0000,+0.0492,+0.0628,-0.0033,+0.0483,+0.0662
MMLU-STEM,Falcon3-10B-Base,0.4867,0.2375,0.3643,-0.0117,-0.0300,-0.0367,+0.0283,-0.2075,-0.2674,+0.0158,-0.1833,-0.2397
MMLU-STEM,Falcon3-10B-Instruct,0.2875,0.6675,1.3595,+0.0608,-0.2308,-0.5993,+0.1158,-0.6392,-1.2928,+0.1133,-0.6367,-1.2834
MMLU-STEM,Llama-3.1-8B,0.3800,0.4533,0.7367,+0.0167,-0.3275,-0.5224,+0.0417,-0.3858,-0.5727,+0.0367,-0.3658,-0.5544
MMLU-STEM,Llama-3.1-8B-Instruct,0.4925,0.1275,0.1678,-0.0100,+0.0467,+0.1729,+0.0233,-0.0592,-0.0484,+0.0150,-0.0258,-0.0062
MMLU-STEM,Llama-3.1-70B,0.5892,0.1392,0.2608,-0.0042,+0.0125,-0.0305,+0.0092,-0.0442,-0.1157,+0.0142,-0.0442,-0.1138
MMLU-STEM,Llama-3.1-70B-Instruct,0.6517,0.1067,0.1226,+0.0142,-0.0258,-0.0129,+0.0175,-0.0250,-0.0086,+0.0167,-0.0317,-0.0085
MMLU-STEM,gemma-3-27b-pt,0.6350,0.0567,0.0947,-0.0950,+0.2650,+0.3921,-0.0033,-0.0175,-0.0395,+0.0000,-0.0142,-0.0476
MMLU-STEM,gemma-3-27b-it,0.6600,0.0283,0.0483,-0.0133,+0.0783,+0.1072,-0.0075,+0.0575,+0.0706,-0.0092,+0.0592,+0.0800
MMLU-STEM,gemma-3-12b-pt,0.6050,0.1242,0.1576,-0.0633,+0.0733,+0.2178,-0.0125,-0.0392,-0.0408,-0.0083,-0.0300,-0.0441
MMLU-STEM,gemma-3-12b-it,0.6275,0.0592,0.0726,-0.0108,+0.0767,+0.0868,+0.0033,+0.0192,-0.0052,+0.0100,+0.0242,-0.0137
