dataset,model,raw_acc,raw_tvd,raw_rsd,cc_acc,cc_tvd,cc_rsd,bc_acc,bc_tvd,bc_rsd,rb_acc,rb_tvd,rb_rsd
EWOK,gemma-3-12b-pt,0.7908,0.0825,0.1043,+0.0008,-0.0508,-0.0643,-0.0017,-0.0783,-0.0990,-0.0058,-0.0708,-0.0895
EWOK,gemma-3-12b-it,0.7808,0.0675,0.0864,-0.0008,-0.0175,-0.0223,+0.0008,-0.0258,-0.0331,+0.0017,-0.0400,-0.0513
SNLI,Falcon3-3B-Base,0.5550,0.3458,0.5460,+0.0608,-0.0350,+0.1430,+0.1042,-0.0975,-0.0181,+0.1008,-0.0925,+0.0023
SNLI,Falcon3-3B-Instruct,0.8183,0.0133,0.0715,-0.0008,-0.0033,-0.0012,-0.0283,+0.1142,+0.1662,-0.0233,+0.1167,+0.1676
SNLI,Falcon3-10B-Base,0.7342,0.2133,0.3094,+0.0483,-0.1358,-0.1138,+0.0567,-0.1517,-0.1755,+0.0650,-0.1408,-0.1824
SNLI,Falcon3-10B-Instruct,0.8675,0.1000,0.0861,+0.0375,-0.0833,-0.0801,+0.0258,-0.0483,-0.0522,+0.0275,-0.0483,-0.0530
SNLI,Llama-3.1-8B,0.4925,0.3333,0.7297,+0.1092,-0.0300,-0.0222,+0.0325,-0.1400,-0.1521,+0.0325,-0.1433,-0.1495
SNLI,Llama-3.1-8B-Instruct,0.5317,0.3067,0.6358,-0.0008,-0.0792,-0.0404,+0.0067,-0.0725,-0.0825,+0.0108,-0.0717,-0.0833
SNLI,Llama-3.1-70B,0.6567,0.2583,0.4652,+0.0783,-0.1375,-0.2495,+0.0558,-0.1233,-0.2112,+0.0600,-0.1200,-0.2100
SNLI,Llama-3.1-70B-Instruct,0.8275,0.0842,0.0868,-0.0550,+0.0742,+0.2208,-0.0208,+0.0208,+0.0821,-0.0242,+0.0217,+0.0831
SNLI,gemma-3-27b-pt,0.4192,0.5733,0.9881,+0.1975,-0.3075,-0.5103,+0.2242,-0.5058,-0.7442,+0.2283,-0.5208,-0.7346
SNLI,gemma-3-27b-it,0.6667,0.3117,0.4763,+0.1175,-0.1858,-0.2848,+0.0925,-0.1408,-0.2209,+0.0950,-0.1417,-0.2308
SNLI,gemma-3-12b-pt,0.7525,0.1025,0.0975,-0.0067,-0.0692,+0.0153,-0.0167,+0.0333,+0.2015,-0.0342,+0.0683,+0.2679
SNLI,gemma-3-12b-it,0.7533,0.1842,0.2644,+0.0225,-0.1108,-0.0781,+0.0300,-0.0533,-0.0829,+0.0367,-0.0692,-0.1093
MNLI,Falcon3-3B-Base,0.6108,0.3025,0.3230,-0.0275,+0.0267,+0.3812,+0.0242,-0.1092,+0.1061,+0.0583,-0.1700,-0.0165
MNLI,Falcon3-3B-Instruct,0.7425,0.0892,0.1997,+0.0025,+0.0025,+0.0011,-0.0167,+0.0492,+0.0817,-0.0200,+0.0725,+0.1165
MNLI,Falcon3-10B-Base,0.7975,0.0850,0.0773,-0.0950,+0.1767,+0.4337,+0.0000,+0.0208,+0.1088,+0.0033,+0.0300,+0.1091
MNLI,Falcon3-10B-Instruct,0.8425,0.0542,0.0256,-0.0117,+0.0267,+0.1155,+0.0067,-0.0342,+0.0144,+0.0033,-0.0217,+0.0299
MNLI,Llama-3.1-8B,0.4917,0.3317,0.7095,+0.0950,+0.0008,+0.0105,+0.0950,-0.1317,-0.2839,+0.0958,-0.1383,-0.2818
MNLI,Llama-3.1-8B-Instruct,0.6233,0.1992,0.2754,+0.0092,+0.0033,+0.1991,+0.0175,-0.0608,-0.0059,+0.0208,-0.0492,+0.0023
MNLI,Llama-3.1-70B,0.7150,0.1633,0.2149,+0.0317,-0.0000,+0.1190,+0.0400,-0.0283,+0.0129,+0.0392,-0.0158,+0.0263
MNLI,Llama-3.1-70B-Instruct,0.8292,0.0317,0.0848,-0.1325,+0.2325,+0.4234,-0.0317,+0.0608,+0.1023,-0.0292,+0.0700,+0.0942
MNLI,gemma-3-27b-pt,0.5150,0.4667,0.6552,+0.2092,-0.3800,-0.4746,+0.2025,-0.3833,-0.5074,+0.2042,-0.3450,-0.5027
MNLI,gemma-3-27b-it,0.7692,0.1883,0.1611,+0.0208,-0.0367,+0.1120,+0.0400,-0.0758,-0.0779,+0.0425,-0.0717,-0.0693
MNLI,gemma-3-12b-pt,0.7017,0.0750,0.1941,-0.1000,+0.1633,+0.2809,-0.0200,+0.0625,+0.1606,-0.0058,+0.0208,+0.0887
MNLI,gemma-3-12b-it,0.8042,0.0675,0.0191,-0.1408,+0.2192,+0.5648,+0.0025,-0.0275,-0.0001,-0.0025,-0.0175,-0.0003
MMLU-HUMANITIES,Falcon3-3B-Base,0.5692,0.0900,0.1455,-0.0058,-0.0067,-0.0146,+0.0025,-0.0383,-0.0584,+0.0008,-0.0142,-0.0218
MMLU-HUMANITIES,Falcon3-3B-Instruct,0.5783,0.0367,0.0259,+0.0050,-0.0033,+0.0143,-0.0050,-0.0075,-0.0046,+0.0042,-0.0175,+0.0106
MMLU-HUMANITIES,Falcon3-10B-Base,0.7225,0.0333,0.0381,-0.0033,+0.0242,+0.0423,+0.0000,+0.0183,+0.0432,+0.0058,+0.0150,+0.0321
MMLU-HUMANITIES,Falcon3-10B-Instruct,0.7225,0.0283,0.0572,-0.0042,-0.0125,-0.0175,+0.0017,-0.0167,-0.0118,-0.0025,-0.0050,+0.0034
MMLU-HUMANITIES,Llama-3.1-8B,0.6458,0.0808,0.0933,-0.1308,+0.3517,+0.4237,-0.0092,+0.0292,+0.0389,+0.0033,+0.0358,+0.0507
MMLU-HUMANITIES,Llama-3.1-8B-Instruct,0.6875,0.0267,0.0593,-0.0033,+0.0817,+0.0922,+0.0058,-0.0167,-0.0154,+0.0058,-0.0158,-0.0059
MMLU-HUMANITIES,Llama-3.1-70B,0.7558,0.0550,0.0671,-0.0275,+0.0925,+0.0803,-0.0067,+0.0067,+0.0055,-0.0100,+0.0033,-0.0062
MMLU-HUMANITIES,Llama-3.1-70B-Instruct,0.8150,0.0392,0.0437,-0.0025,-0.0183,-0.0041,-0.0067,-0.0167,+0.0044,-0.0108,-0.0025,+0.0024
MMLU-HUMANITIES,gemma-3-27b-pt,0.7600,0.0317,0.0259,-0.0233,+0.0792,+0.0643,+0.0108,-0.0017,+0.0221,+0.0008,-0.0008,+0.0277
MMLU-HUMANITIES,gemma-3-27b-it,0.7617,0.0308,0.0462,-0.0042,+0.0142,+0.0054,+0.0008,-0.0100,-0.0095,+0.0025,-0.0050,-0.0078
MMLU-HUMANITIES,gemma-3-12b-pt,0.7375,0.0492,0.0586,-0.0583,+0.1792,+0.1748,+0.0075,-0.0200,-0.0183,-0.0008,-0.0167,-0.0144
MMLU-HUMANITIES,gemma-3-12b-it,0.7342,0.0608,0.0829,-0.0058,+0.0133,+0.0098,-0.0008,+0.0008,-0.0091,+0.0025,-0.0000,-0.0075
MMLU-OTHERS,Falcon3-3B-Base,0.5425,0.0917,0.0981,+0.0142,-0.0325,-0.0032,+0.0133,-0.0675,-0.0721,+0.0042,-0.0583,-0.0698
MMLU-OTHERS,Falcon3-3B-Instruct,0.5542,0.0325,0.0349,-0.0033,+0.0033,-0.0151,-0.0025,-0.0008,+0.0034,+0.0008,+0.0250,+0.0344
MMLU-OTHERS,Falcon3-10B-Base,0.6883,0.0492,0.0730,+0.0008,+0.0350,+0.0397,-0.0042,-0.0150,-0.0537,-0.0117,+0.0158,-0.0222
MMLU-OTHERS,Falcon3-10B-Instruct,0.6792,0.0200,0.0456,+0.0075,+0.0317,+0.0531,+0.0042,-0.0033,-0.0005,+0.0042,+0.0042,-0.0015
MMLU-OTHERS,Llama-3.1-8B,0.6475,0.0942,0.0930,-0.1092,+0.3017,+0.3875,-0.0033,+0.0092,+0.0155,-0.0083,+0.0233,+0.0289
MMLU-OTHERS,Llama-3.1-8B-Instruct,0.6783,0.0275,0.0343,-0.0067,+0.0850,+0.1207,-0.0008,+0.0008,+0.0348,+0.0042,+0.0025,+0.0135
MMLU-OTHERS,Llama-3.1-70B,0.7692,0.0267,0.0457,-0.0333,+0.1075,+0.1141,-0.0167,+0.0242,+0.0004,-0.0133,+0.0292,+0.0068
MMLU-OTHERS,Llama-3.1-70B-Instruct,0.7825,0.0392,0.0329,-0.0033,+0.0133,+0.0405,-0.0008,-0.0025,-0.0009,-0.0042,+0.0025,+0.0059
MMLU-OTHERS,gemma-3-27b-pt,0.7567,0.0533,0.0553,-0.0292,+0.1100,+0.1161,+0.0108,-0.0383,-0.0395,+0.0025,-0.0342,-0.0292
MMLU-OTHERS,gemma-3-27b-it,0.7458,0.0142,0.0185,+0.0017,+0.0117,+0.0116,+0.0042,-0.0033,+0.0026,+0.0017,-0.0075,+0.0022
MMLU-OTHERS,gemma-3-12b-pt,0.7425,0.0333,0.0487,-0.0808,+0.2283,+0.2036,-0.0017,-0.0283,-0.0250,-0.0017,-0.0133,-0.0188
MMLU-OTHERS,gemma-3-12b-it,0.7275,0.0325,0.0239,+0.0000,-0.0017,+0.0098,+0.0025,-0.0058,-0.0095,+0.0017,-0.0042,-0.0104
MMLU-SOCIAL_SCI,Falcon3-3B-Base,0.5817,0.1158,0.1572,+0.0183,-0.0775,-0.0935,+0.0117,-0.0892,-0.1177,+0.0083,-0.0767,-0.1003
MMLU-SOCIAL_SCI,Falcon3-3B-Instruct,0.6208,0.0217,0.0408,-0.0025,-0.0017,-0.0154,+0.0025,+0.0008,+0.0028,-0.0008,-0.0067,+0.0024
MMLU-SOCIAL_SCI,Falcon3-10B-Base,0.7742,0.0250,0.0250,-0.0083,+0.0400,+0.0536,+0.0058,+0.0075,+0.0097,+0.0025,+0.0167,+0.0200
MMLU-SOCIAL_SCI,Falcon3-10B-Instruct,0.7867,0.0200,0.0196,-0.0033,+0.0083,+0.0181,-0.0067,-0.0042,+0.0089,-0.0033,-0.0067,+0.0068
MMLU-SOCIAL_SCI,Llama-3.1-8B,0.7100,0.0200,0.0100,-0.1617,+0.3733,+0.4507,-0.0175,+0.0617,+0.0623,-0.0225,+0.0617,+0.0567
MMLU-SOCIAL_SCI,Llama-3.1-8B-Instruct,0.7317,0.0200,0.0458,-0.0192,+0.1083,+0.1159,+0.0000,+0.0008,+0.0007,+0.0025,+0.0158,+0.0161
MMLU-SOCIAL_SCI,Llama-3.1-70B,0.8042,0.0208,0.0226,-0.0450,+0.1083,+0.1194,-0.0058,+0.0058,-0.0004,+0.0000,+0.0183,+0.0215
MMLU-SOCIAL_SCI,Llama-3.1-70B-Instruct,0.8292,0.0342,0.0316,+0.0075,+0.0167,+0.0284,+0.0067,-0.0275,-0.0257,+0.0100,-0.0267,-0.0161
MMLU-SOCIAL_SCI,gemma-3-27b-pt,0.8133,0.0583,0.0800,-0.0267,+0.0825,+0.0606,+0.0058,-0.0417,-0.0436,+0.0117,-0.0375,-0.0420
MMLU-SOCIAL_SCI,gemma-3-27b-it,0.8025,0.0117,0.0252,-0.0008,+0.0233,+0.0242,-0.0033,+0.0033,+0.0076,-0.0025,-0.0025,+0.0014
MMLU-SOCIAL_SCI,gemma-3-12b-pt,0.7883,0.0217,0.0278,-0.0808,+0.2008,+0.1697,+0.0000,-0.0017,+0.0011,+0.0033,-0.0008,+0.0062
MMLU-SOCIAL_SCI,gemma-3-12b-it,0.7867,0.0150,0.0275,+0.0042,+0.0092,+0.0215,+0.0067,+0.0000,+0.0027,-0.0025,-0.0075,-0.0033
MMLU-STEM,Falcon3-3B-Base,0.4917,0.1425,0.2246,+0.0017,-0.0575,-0.1129,+0.0008,-0.0733,-0.1460,-0.0017,-0.0683,-0.1339
MMLU-STEM,Falcon3-3B-Instruct,0.5000,0.0383,0.0283,+0.0025,+0.0125,+0.0289,+0.0017,-0.0125,+0.0051,-0.0067,+0.0075,+0.0413
MMLU-STEM,Falcon3-10B-Base,0.6408,0.0792,0.0854,-0.0017,-0.0158,-0.0048,+0.0133,-0.0167,-0.0085,+0.0158,-0.0175,+0.0021
MMLU-STEM,Falcon3-10B-Instruct,0.6567,0.0450,0.0501,+0.0000,+0.0325,+0.0337,+0.0058,-0.0133,-0.0246,+0.0033,-0.0050,-0.0118
MMLU-STEM,Llama-3.1-8B,0.5133,0.1475,0.2124,-0.1033,+0.3642,+0.5194,+0.0017,-0.0317,-0.0831,+0.0067,-0.0267,-0.0472
MMLU-STEM,Llama-3.1-8B-Instruct,0.5525,0.0767,0.0801,-0.0133,+0.1092,+0.1776,+0.0008,-0.0458,-0.0237,+0.0000,-0.0075,+0.0151
MMLU-STEM,Llama-3.1-70B,0.6408,0.0458,0.0431,-0.0300,+0.1675,+0.2318,+0.0017,+0.0367,+0.0448,+0.0067,-0.0108,+0.0050
MMLU-STEM,Llama-3.1-70B-Instruct,0.7117,0.0808,0.0912,-0.0150,-0.0033,-0.0137,-0.0033,-0.0333,-0.0293,-0.0108,-0.0350,-0.0364
MMLU-STEM,gemma-3-27b-pt,0.6717,0.0833,0.0997,-0.0317,+0.1592,+0.1631,+0.0133,-0.0633,-0.0813,+0.0108,-0.0700,-0.0689
MMLU-STEM,gemma-3-27b-it,0.6767,0.0333,0.0450,+0.0042,-0.0067,-0.0127,-0.0017,-0.0100,-0.0129,+0.0017,-0.0092,-0.0196
MMLU-STEM,gemma-3-12b-pt,0.6342,0.0833,0.0972,-0.0983,+0.3008,+0.3347,-0.0042,-0.0550,-0.0700,-0.0125,-0.0525,-0.0456
MMLU-STEM,gemma-3-12b-it,0.6350,0.0758,0.1100,-0.0083,-0.0575,-0.0753,-0.0092,-0.0258,-0.0263,-0.0033,-0.0133,-0.0108
