Dataset,Model,Baseline_Acc,Baseline_Bias,CC_Acc,CC_Bias,BC_Acc,BC_Bias,Ours_Acc,Ours_Bias
COMPS,Llama-3.1-70B-Instruct,88.04761904761905,0.0023809523809523725,87.66666666666667,0.025238095238095254,88.04761904761905,0.008095238095238128,87.71428571428571,0.009964830011723325
EWOK,Falcon3-3B-Base,67.9307116104869,0.10814606741573032,67.41573033707866,0.1741573033707865,69.7565543071161,0.011235955056179803,68.79681647940075,0.019194756554307135
EWOK,Falcon3-3B-Instruct,69.61610486891385,0.051029962546816465,69.80337078651685,0.08099250936329586,70.36516853932584,0.0098314606741573,70.07965828361827,0.019194756554307135
EWOK,Falcon3-10B-Base,77.9494382022472,0.11563670411985016,78.41760299625467,0.02013108614232209,78.46441947565543,0.0074906367041198685,78.13670411985018,0.014044943820224698
EWOK,Falcon3-10B-Instruct,79.30711610486891,0.0196629213483146,79.35393258426966,0.043539325842696625,79.49438202247191,0.0018726591760299671,79.21348314606742,0.011704119850187267
EWOK,gemma-3-12b-pt,78.60486891385767,0.07069288389513106,78.69850187265918,0.017322097378277168,78.69850187265918,0.01451310861423219,77.7621722846442,0.020131086142322105
EWOK,gemma-3-12b-it,77.34082397003745,0.0646067415730337,77.52808988764045,0.04775280898876402,77.20037453183521,0.05290262172284643,77.65245148110317,0.02013108614232209
EWOK,gemma-3-27b-pt,80.47752808988764,0.0688202247191011,80.66479400749064,0.08754681647940077,80.10299625468164,0.002340823970037431,80.19662921348315,0.02059925093632961
EWOK,gemma-3-27b-it,80.47752808988764,0.0491573033707865,81.03932584269663,0.03792134831460672,80.94569288389512,0.03230337078651688,80.80524344569288,0.016853932584269676
EWOK,Llama-3.1-8B,65.91760299625467,0.30524344569288386,72.5187265917603,0.02481273408239701,71.91011235955057,0.0842696629213483,72.56554307116106,0.018492509363295884
EWOK,Llama-3.1-8B-Instruct,74.95318352059925,0.12219101123595508,75.60861423220973,0.0351123595505618,74.20411985018727,0.08473782771535579,75.44475655430712,0.018492509363295884
EWOK,Llama-3.1-70B,84.26966292134831,0.04962546816479399,84.26966292134831,0.08146067415730338,85.2059925093633,0.00468164794007489,84.78464419475655,0.02059925093632961
EWOK,Llama-3.1-70B-Instruct,87.40636704119851,0.04260299625468167,87.59363295880149,0.03698501872659177,87.64044943820225,0.01498127340823971,87.14887640449437,0.01451310861423219
SNLI,Falcon3-3B-Base,55.48333333333333,0.35383333333333333,60.983333333333334,0.30400000000000005,64.95,0.26283333333333336,66.86666666666666,0.19479965609797015
SNLI,Falcon3-3B-Instruct,80.35,0.007833333333333331,80.33333333333333,0.005333333333333329,78.75,0.13533333333333333,77.125,0.16341666666666665
SNLI,Falcon3-10B-Base,72.7,0.19383333333333333,77.46666666666667,0.08966666666666666,77.95,0.06849999999999998,75.61666666666666,0.12034429943810043
SNLI,Falcon3-10B-Instruct,86.95,0.08149999999999999,89.31666666666666,0.007166666666666682,88.91666666666667,0.04100000000000001,89.07128712871287,0.018416666666666665
SNLI,gemma-3-12b-pt,74.58333333333333,0.09833333333333336,74.7,0.02266666666666667,73.48333333333333,0.12866666666666665,73.06666666666666,0.12891666666666668
SNLI,gemma-3-12b-it,75.66666666666667,0.1696666666666667,77.38333333333334,0.0826666666666667,77.8,0.13583333333333333,75.75833333333333,0.09776631099255306
SNLI,gemma-3-27b-pt,40.53333333333333,0.5903333333333334,57.13333333333333,0.34099999999999997,66.7,0.0985,68.35,0.09566666666666666
SNLI,gemma-3-27b-it,80.88333333333333,0.11850000000000002,79.80000000000001,0.1328333333333333,82.91666666666667,0.09433333333333335,84.275,0.06558333333333335
SNLI,Llama-3.1-8B,49.03333333333333,0.3331666666666667,60.71666666666666,0.3038333333333333,53.349999999999994,0.18999999999999997,54.44166666666666,0.11141666666666666
SNLI,Llama-3.1-8B-Instruct,53.38333333333334,0.3055,54.56666666666666,0.21033333333333337,55.61666666666667,0.22333333333333333,57.05833333333333,0.10174999999999998
SNLI,Llama-3.1-70B,69.03333333333333,0.2106666666666667,71.58333333333333,0.13133333333333333,71.81666666666666,0.12316666666666667,73.45833333333334,0.10816666666666666
SNLI,Llama-3.1-70B-Instruct,79.16666666666666,0.09183333333333335,75.91666666666667,0.16216666666666665,79.9,0.0978333333333333,81.10833333333333,0.06674999999999999
MNLI,Falcon3-3B-Base,59.333333333333336,0.31599999999999995,57.9,0.3246666666666667,64.43333333333334,0.19700000000000004,66.06666666666666,0.13483333333333333
MNLI,Falcon3-3B-Instruct,72.71666666666667,0.06666666666666668,73.03333333333333,0.06833333333333333,71.23333333333333,0.13133333333333333,71.3,0.0995
MNLI,Falcon3-10B-Base,77.98333333333333,0.09416666666666669,70.18333333333334,0.2546666666666667,78.23333333333333,0.10283333333333333,77.41666666666667,0.1135
MNLI,Falcon3-10B-Instruct,83.88333333333333,0.053499999999999964,83.41666666666666,0.07516666666666669,84.75,0.02366666666666664,84.29738289714952,0.046333333333333365
MNLI,gemma-3-12b-pt,0.0,0.0655,61.633333333333326,0.22266666666666668,69.11666666666667,0.12466666666666668,69.61666666666667,0.10516666666666666
MNLI,gemma-3-12b-it,0.0,0.07549999999999998,67.73333333333333,0.27083333333333337,80.60000000000001,0.04683333333333334,80.60000000000001,0.03933333333333333
MNLI,gemma-3-27b-pt,48.65,0.5051666666666667,72.91666666666666,0.135,74.08333333333333,0.09333333333333332,73.43333333333332,0.11183333333333333
MNLI,gemma-3-27b-it,75.25,0.21383333333333332,82.41666666666667,0.06250000000000003,80.30000000000001,0.13316666666666666,78.2,0.15433333333333335
MNLI,Llama-3.1-8B,49.21666666666666,0.3308333333333333,57.9,0.3315,57.99999999999999,0.1913333333333333,59.150000000000006,0.11699999999999999
MNLI,Llama-3.1-8B-Instruct,59.699999999999996,0.22066666666666668,64.13333333333333,0.20366666666666666,63.349999999999994,0.14466666666666667,64.38333333333334,0.11666666666666664
MNLI,Llama-3.1-70B,0.0,0.17316666666666666,73.4,0.15766666666666665,74.7,0.11050000000000001,74.93333333333332,0.10550000000000001
MNLI,Llama-3.1-70B-Instruct,0.0,0.087,72.16666666666667,0.23883333333333337,81.16666666666667,0.08099999999999999,81.85,0.040006667777962995
HUMANITIES,Falcon3-3B-Base,44.63636363636363,0.16840909090909095,44.70454545454545,0.12022727272727271,45.43181818181819,0.07840909090909091,45.13636363636363,0.08102272727272727
HUMANITIES,Falcon3-3B-Instruct,45.15909090909091,0.07795454545454546,45.06818181818182,0.07272727272727271,45.02272727272727,0.06227272727272726,45.10227272727273,0.055000000000000014
HUMANITIES,Falcon3-10B-Base,59.909090909090914,0.050909090909090904,59.79545454545454,0.09454545454545454,60.54545454545455,0.05795454545454544,59.909090909090914,0.04613636363636364
HUMANITIES,Falcon3-10B-Instruct,61.36363636363637,0.06568181818181817,61.59090909090909,0.03704545454545455,61.65909090909091,0.05227272727272729,61.52272727272727,0.04227272727272727
HUMANITIES,gemma-3-12b-pt,59.93181818181819,0.14068181818181819,57.79545454545455,0.2843181818181818,61.04545454545455,0.06818181818181818,59.97727272727273,0.06450159489633175
HUMANITIES,gemma-3-12b-it,60.86363636363637,0.11454545454545456,60.93181818181819,0.12795454545454543,60.93181818181819,0.10977272727272727,61.02272727272727,0.11137629419909484
HUMANITIES,gemma-3-27b-pt,65.27272727272727,0.06613636363636362,63.02272727272727,0.15090909090909088,65.13636363636364,0.056590909090909094,63.97727272727273,0.08247926228472778
HUMANITIES,gemma-3-27b-it,68.02272727272727,0.05636363636363634,68.0909090909091,0.04000000000000002,67.95454545454545,0.027272727272727254,67.86363636363636,0.02624999999999999
HUMANITIES,Llama-3.1-8B,52.5,0.12545454545454549,42.52272727272727,0.5343181818181818,52.13636363636363,0.14340909090909093,51.77272727272727,0.0640909090909091
HUMANITIES,Llama-3.1-8B-Instruct,57.63636363636364,0.0859090909090909,57.29545454545455,0.15386363636363637,57.65909090909091,0.03931818181818181,57.44318181818182,0.05488636363636364
HUMANITIES,Llama-3.1-70B,61.43181818181817,0.08204545454545455,59.65909090909091,0.15181818181818182,61.54545454545455,0.07500000000000001,60.38636363636364,0.07999999999999999
HUMANITIES,Llama-3.1-70B-Instruct,74.79545454545455,0.05295454545454546,75.45454545454545,0.038636363636363635,75.56818181818183,0.03113636363636363,74.97727272727272,0.053636363636363635
OTHERS,Falcon3-3B-Base,57.53571428571429,0.11214285714285713,59.32142857142857,0.03892857142857144,58.60714285714286,0.022857142857142854,58.64285714285714,0.039642857142857146
OTHERS,Falcon3-3B-Instruct,58.392857142857146,0.0367857142857143,58.5,0.04321428571428573,58.5,0.038928571428571423,58.357142857142854,0.043214285714285705
OTHERS,Falcon3-10B-Base,72.46428571428571,0.044285714285714275,72.17857142857143,0.09142857142857143,73.07142857142857,0.03321428571428574,72.60714285714286,0.0417857142857143
OTHERS,Falcon3-10B-Instruct,72.39285714285715,0.01678571428571428,72.71428571428571,0.04964285714285714,72.78571428571429,0.012142857142857164,72.64285714285714,0.013571428571428568
OTHERS,gemma-3-12b-pt,77.46428571428572,0.04321428571428572,70.5,0.22535714285714287,77.46428571428572,0.011071428571428565,76.89285714285714,0.027142857142857135
OTHERS,gemma-3-12b-it,76.35714285714286,0.03928571428571427,76.28571428571429,0.02285714285714288,76.32142857142857,0.026428571428571426,76.25,0.026785714285714288
OTHERS,gemma-3-27b-pt,81.46428571428571,0.021428571428571422,80.64285714285714,0.07642857142857143,81.71428571428572,0.01607142857142857,81.64285714285714,0.016428571428571417
OTHERS,gemma-3-27b-it,79.53571428571429,0.0232142857142857,79.60714285714286,0.0057142857142856995,80.0,0.01607142857142857,79.75,0.009285714285714286
OTHERS,Llama-3.1-8B,68.32142857142857,0.08107142857142856,58.82142857142857,0.3403571428571428,67.60714285714286,0.08785714285714286,68.06083650190115,0.07178571428571429
OTHERS,Llama-3.1-8B-Instruct,71.5,0.025357142857142856,70.82142857142857,0.09785714285714286,71.46428571428571,0.02928571428571429,71.5,0.0382142857142857
OTHERS,Llama-3.1-70B,77.25,0.02750000000000001,76.14285714285714,0.09535714285714283,77.46428571428572,0.0357142857142857,76.95369030390738,0.04678571428571429
OTHERS,Llama-3.1-70B-Instruct,82.64285714285714,0.017857142857142863,81.17857142857143,0.0642857142857143,82.71428571428572,0.025357142857142856,82.25,0.029285714285714304
SOCIAL_SCI,Falcon3-3B-Base,58.75,0.10583333333333333,58.833333333333336,0.04583333333333332,59.12500000000001,0.027083333333333307,58.666666666666664,0.047083333333333324
SOCIAL_SCI,Falcon3-3B-Instruct,61.416666666666664,0.02499999999999998,61.375,0.029583333333333323,61.33333333333333,0.026666666666666658,61.48440931049627,0.02083333333333333
SOCIAL_SCI,Falcon3-10B-Base,78.20833333333333,0.026666666666666672,77.54166666666666,0.0675,78.41666666666667,0.03125,77.83333333333333,0.039999999999999994
SOCIAL_SCI,Falcon3-10B-Instruct,78.91666666666667,0.026249999999999996,78.625,0.04000000000000002,78.91666666666667,0.015833333333333324,78.79166666666667,0.019583333333333328
SOCIAL_SCI,gemma-3-12b-pt,79.91666666666667,0.025416666666666657,72.41666666666666,0.20750000000000002,80.25,0.013749999999999998,79.95833333333333,0.022916666666666655
SOCIAL_SCI,gemma-3-12b-it,79.20833333333334,0.0175,79.54166666666667,0.01958333333333334,79.375,0.01625,79.42992874109264,0.015000000000000013
SOCIAL_SCI,gemma-3-27b-pt,84.45833333333333,0.03416666666666668,83.29166666666666,0.07208333333333333,84.58333333333333,0.014583333333333337,84.29166666666667,0.013749999999999998
SOCIAL_SCI,gemma-3-27b-it,82.95833333333333,0.01916666666666668,82.875,0.02041666666666668,82.83333333333334,0.010000000000000009,82.86071726438699,0.015000000000000013
SOCIAL_SCI,Llama-3.1-8B,69.66666666666667,0.03833333333333333,55.625,0.3866666666666667,69.625,0.07583333333333332,69.33333333333334,0.07833333333333332
SOCIAL_SCI,Llama-3.1-8B-Instruct,72.58333333333333,0.02083333333333333,71.625,0.11083333333333335,73.08333333333333,0.015,72.875,0.024583333333333318
SOCIAL_SCI,Llama-3.1-70B,80.5,0.039999999999999994,78.45833333333333,0.10208333333333335,80.875,0.007916666666666669,80.54166666666667,0.027083333333333348
SOCIAL_SCI,Llama-3.1-70B-Instruct,85.04166666666667,0.025416666666666657,84.25,0.05708333333333332,85.29166666666667,0.00874999999999998,85.125,0.016249999999999987
STEM,Falcon3-3B-Base,49.083333333333336,0.1454166666666667,49.625,0.08708333333333333,50.0,0.07791666666666668,49.791666666666664,0.04375
STEM,Falcon3-3B-Instruct,51.95833333333333,0.050416666666666665,52.041666666666664,0.07083333333333332,52.45833333333333,0.03125,52.083333333333336,0.032500000000000015
STEM,Falcon3-10B-Base,65.625,0.0625,64.875,0.07666666666666666,65.79166666666667,0.057499999999999996,65.75,0.052083333333333356
STEM,Falcon3-10B-Instruct,67.0,0.027499999999999983,66.29166666666667,0.06791666666666668,66.95833333333333,0.013749999999999984,66.95833333333333,0.02791666666666666
STEM,gemma-3-12b-pt,65.375,0.08083333333333333,56.54166666666667,0.3458333333333333,64.70833333333333,0.009166666666666656,64.83333333333333,0.02958333333333335
STEM,gemma-3-12b-it,64.54166666666666,0.06874999999999999,64.66666666666666,0.03624999999999996,64.5,0.053333333333333344,64.41666666666667,0.05000000000000002
STEM,gemma-3-27b-pt,73.625,0.026666666666666672,71.75,0.12041666666666667,73.33333333333333,0.01416666666666666,73.20833333333333,0.02674800563115909
STEM,gemma-3-27b-it,71.66666666666667,0.03958333333333332,71.58333333333333,0.026249999999999996,71.625,0.02791666666666666,71.75,0.02333333333333333
STEM,Llama-3.1-8B,52.083333333333336,0.14583333333333337,41.625,0.5158333333333334,52.416666666666664,0.1125,52.33333333333333,0.03750000000000002
STEM,Llama-3.1-8B-Instruct,56.49999999999999,0.06833333333333334,54.79166666666667,0.17958333333333334,56.291666666666664,0.03500000000000002,56.08333333333333,0.04791666666666666
STEM,Llama-3.1-70B,63.5,0.045416666666666675,61.375,0.20458333333333334,64.58333333333334,0.05083333333333333,63.708333333333336,0.04083333333333333
STEM,Llama-3.1-70B-Instruct,72.625,0.03708333333333334,70.70833333333333,0.1175,72.58333333333333,0.03875000000000001,72.20833333333333,0.03666666666666668
